direction,model,model_seed,source_n,target_n,label_level,n_shared_classes,target_coverage,classifier,accuracy,balanced_accuracy,macro_f1,weighted_f1,query_adaptation_epochs,source_training_epochs,source_training_runtime,query_runtime,gpu_peak_allocated_mb,gpu_peak_reserved_mb,query_gpu_peak_allocated_mb,process_peak_rss_mb,n_eval_source,n_eval_target,target_asw,target_knn_purity_15,target_leiden_ari,target_leiden_nmi,dataset_asw,latent_spaces_aligned_by
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l2,22,0.9932193396226415,logreg,0.8147818343722173,0.6381497258243706,0.639289486471532,0.791665077511761,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6040,3369,0.08942149579524994,0.734257075471698,0.5460657241464122,0.716572798140812,-0.0008490688633173704,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l2,22,0.9932193396226415,knn15,0.780053428317008,0.5886899582834165,0.5843046513117706,0.7514885205519055,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6040,3369,,,,,,
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l2,22,0.9932193396226415,knn30,0.7702582368655387,0.5670424709220956,0.5606956285705543,0.7372091907950901,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6040,3369,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,3,6855,3994,l1,8,1.0,logreg,0.910377358490566,0.815909203077936,0.8220880758999183,0.9023472147156707,200,200,117.87426249700002,59.34506134399999,406.35498046875,412.0,309.50439453125,6476.11328125,6102,3392,0.19578666985034943,0.8612617924528302,0.48281347081661546,0.665759091125558,0.026610005646944046,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,scvi_matched,3,6855,3994,l1,8,1.0,knn15,0.8956367924528302,0.7692185932398685,0.7860115419317966,0.879947558226757,200,200,117.87426249700002,59.34506134399999,406.35498046875,412.0,309.50439453125,6476.11328125,6102,3392,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,3,6855,3994,l1,8,1.0,knn30,0.8977004716981132,0.7666530410498325,0.7868775572697044,0.8818399617745802,200,200,117.87426249700002,59.34506134399999,406.35498046875,412.0,309.50439453125,6476.11328125,6102,3392,,,,,,
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l1,8,1.0,logreg,0.9159787735849056,0.8131380801349026,0.8275386193769387,0.9070007206951124,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6102,3392,0.20241300761699677,0.875432389937107,0.4830849694612086,0.6712779955057793,-0.0008490688633173704,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l1,8,1.0,knn15,0.8982900943396226,0.7770204692622505,0.7893867339497275,0.8841029490884683,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6102,3392,,,,,,
pbmc10k_to_pbmc5k,totalvi,3,6855,3994,l1,8,1.0,knn30,0.894752358490566,0.7680698348667865,0.7793479240086897,0.8790293294160887,200,190,164.29603785000108,103.95715278600073,428.06494140625,446.0,379.4755859375,6476.11328125,6102,3392,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l2,21,0.9773844641101278,logreg,0.755365526492287,0.5894752996994054,0.5844995089746119,0.7243573817067454,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3355,5964,0.1400384157896042,0.7620561564514369,0.5852757632461781,0.7511184854396099,0.07610422372817993,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l2,21,0.9773844641101278,knn15,0.7069081153588196,0.4956949353392483,0.4858071120343741,0.6546296892385735,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3355,5964,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l2,21,0.9773844641101278,knn30,0.7013749161636486,0.4820326306326048,0.46979372777927497,0.6447434634316178,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3355,5964,,,,,,
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l2,21,0.9773844641101278,logreg,0.8199195171026157,0.6819630525528882,0.6716265564955474,0.8107401849463559,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3355,5964,0.13682018220424652,0.7911176663389052,0.738057076566506,0.7945035387996351,0.06594190001487732,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l2,21,0.9773844641101278,knn15,0.7800134138162307,0.6040234960400492,0.6183025270556103,0.7508211881964684,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3355,5964,,,,,,
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l2,21,0.9773844641101278,knn30,0.7538564721663313,0.5490949078997315,0.5494201448037412,0.7105718515475661,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3355,5964,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l1,8,1.0,logreg,0.8313667649950836,0.7145581232481919,0.7420794941224658,0.8057823196426677,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3392,6102,0.25418251752853394,0.8647000983284169,0.5191201576805943,0.6931359932291515,0.07610422372817993,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l1,8,1.0,knn15,0.8051458538184202,0.6828286897865435,0.6939715277810805,0.7657144492116472,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3392,6102,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,3,3994,6855,l1,8,1.0,knn30,0.8041625696492953,0.6777844489445197,0.6895367171778889,0.762917354566325,200,200,67.08392973199989,92.79671735800002,406.35498046875,420.0,309.50439453125,6699.484375,3392,6102,,,,,,
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l1,8,1.0,logreg,0.9346116027531957,0.8739739719164328,0.8926183087197694,0.9319263758626315,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3392,6102,0.2200038731098175,0.8986343275428822,0.6626260892557989,0.7687458388884709,0.06594190001487732,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l1,8,1.0,knn15,0.8751229105211407,0.7787785336961491,0.8193877698785168,0.8621483856192097,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3392,6102,,,,,,
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l1,8,1.0,knn30,0.8682399213372665,0.7675761299048053,0.8102718708750491,0.8529936462125178,200,200,107.20453499799987,170.9971575489999,428.06494140625,450.0,379.4755859375,6699.484375,3392,6102,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l2,22,0.9932193396226415,logreg,0.7960819234194123,0.6597368137327535,0.6577255382600048,0.7887631938407204,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6040,3369,0.10100679844617844,0.7145440251572326,0.6573407843086215,0.7252057752292652,0.026522327214479446,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l2,22,0.9932193396226415,knn15,0.7500742059958445,0.5814250802879406,0.5590668027979799,0.7264238319626896,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6040,3369,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l2,22,0.9932193396226415,knn30,0.7435440783615316,0.5619180553925566,0.5313745209919264,0.7132011937363149,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6040,3369,,,,,,
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l2,22,0.9932193396226415,logreg,0.8037993469872365,0.6535854749186857,0.6640884929430743,0.7922417909004218,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6040,3369,0.09727812558412552,0.733431603773585,0.5180396194120768,0.7166306484432658,-0.0025046495720744133,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l2,22,0.9932193396226415,knn15,0.7788661323834966,0.5992189611153451,0.5932965052220492,0.7562981186407234,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6040,3369,,,,,,
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l2,22,0.9932193396226415,knn30,0.7669931730483823,0.5775207582551749,0.5674470749662159,0.7402344169656093,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6040,3369,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l1,8,1.0,logreg,0.9065448113207547,0.8167552542482208,0.8207096081313318,0.900138532588641,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6102,3392,0.20515482127666473,0.8589033018867924,0.5818506032367613,0.688490623706652,0.026522327214479446,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l1,8,1.0,knn15,0.8794221698113207,0.7587945549328915,0.7636352715896859,0.8658940359963543,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6102,3392,,,,,,
pbmc10k_to_pbmc5k,scvi_matched,4,6855,3994,l1,8,1.0,knn30,0.8732311320754716,0.7417316159539431,0.7440600441482442,0.8562367322508619,200,200,111.6078408329995,55.77132787099981,406.35498046875,412.0,309.50439453125,6783.3671875,6102,3392,,,,,,
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l1,8,1.0,logreg,0.910377358490566,0.8066260171273184,0.8204794528893693,0.9020013220965148,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6102,3392,0.2120213806629181,0.8753930817610064,0.4895510857427652,0.6849395809901778,-0.0025046495720744133,scArches: source encoded by the source model; query encoded by the adapted model
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l1,8,1.0,knn15,0.8962264150943396,0.7722903883356929,0.7857867243281453,0.8824775614374255,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6102,3392,,,,,,
pbmc10k_to_pbmc5k,totalvi,4,6855,3994,l1,8,1.0,knn30,0.8867924528301887,0.7556652738577292,0.7660564404329704,0.8719192279724466,200,200,172.97660751900003,99.51553508100005,428.06494140625,446.0,379.4755859375,6783.3671875,6102,3392,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,logreg,0.7518443997317237,0.6224898553337893,0.6208253115953314,0.7237013395127404,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3355,5964,0.14373043179512024,0.7659455916093084,0.6686631824405306,0.7651751977838628,0.08838360756635666,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,knn15,0.7025486250838363,0.5093008135547619,0.4944491683311617,0.6507663581125146,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3355,5964,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,knn30,0.6943326626425218,0.493310902704618,0.4807830257376544,0.6352249585810557,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3355,5964,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,logreg,0.8103621730382293,0.6551685321315232,0.6598601263928439,0.7932182387329686,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3355,5964,0.1501454859972,0.7935321752430897,0.7337049778902527,0.7954972053245009,0.06676578521728516,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,knn15,0.744299128101945,0.5355868071251959,0.544055203300313,0.7085923609751815,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3355,5964,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,knn30,0.7280348759221998,0.508962573001267,0.5067990718220773,0.6782088146042896,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3355,5964,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,logreg,0.8639790232710587,0.7555050367789224,0.803340194759937,0.8498045492059777,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3392,6102,0.23445986211299896,0.8746421938162352,0.5977952357628431,0.7165321864155593,0.08838360756635666,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,knn15,0.8179285480170436,0.6931364635437847,0.7212837545842056,0.7837220052800409,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3392,6102,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,knn30,0.8153064568993773,0.6853259678314766,0.7105649987259285,0.7774754812897742,200,200,67.3840389729994,89.12851647500065,406.35498046875,420.0,309.50439453125,6783.3671875,3392,6102,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,logreg,0.9303507046869879,0.8471864582108042,0.8810176723880474,0.9256987287042444,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3392,6102,0.23353242874145508,0.9023489566262427,0.6555629283757989,0.7661269458221062,0.06676578521728516,scArches: source encoded by the source model; query encoded by the adapted model
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,knn15,0.8523434939364143,0.7405170731477528,0.7789581124395686,0.8350816949221695,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3392,6102,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,knn30,0.8448049819731236,0.7255782073554378,0.7651291452624323,0.8232338363640979,200,200,100.86417469199841,167.6151895439998,428.06494140625,450.0,379.4755859375,6783.3671875,3392,6102,,,,,,
