direction,model,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_cells,error_prevalence,error_auroc_predictive,error_auprc_predictive,error_auroc_latent,error_auprc_latent,nll,brier,ece_equal_frequency,ece_equal_width,aurc,aurc_latent,median_predictive_uncertainty,median_latent_uncertainty,spearman_upred_ulatent,spearman_upred_ulatent_p,spearman_ulatent_neglog_trueclass,spearman_ulatent_neglog_trueclass_p,median_latent_uncertainty_correct,median_latent_uncertainty_incorrect,median_predictive_uncertainty_correct,median_predictive_uncertainty_incorrect,error_rate_top_10pct,error_rate_top_20pct,error_rate_bottom_20pct,error_enrichment_top10_over_bottom20,source_training_epochs,query_epochs,runtime,gpu_peak_mb,rss_peak_mb
direction_A,totalvi,10,0.8165627782724845,0.650546803103384,0.6435056918279226,0.7957428190556238,3369,0.1834372217275156,0.8434767469081558,0.48751806840825207,0.6756136926966246,0.3001249281367255,0.5434642506431864,0.26598158711526726,0.01683648995243502,0.019455408865990075,0.050741451272810816,0.10095867768805175,0.09978961944580078,0.029085498303174973,0.4797957296748777,1.4799999005828715e-193,0.4830845729693723,1.4235741494522189e-196,0.02799142338335514,0.032251887023448944,0.06042522192001343,0.36620470881462097,0.5370919881305638,0.4792284866468843,0.0,inf,199,200,271.4143904530001,379.4755859375,2809.234375
direction_A,totalvi,11,0.8180468981893737,0.6524833801391297,0.6631655569496803,0.8007819950468065,3369,0.1819531018106263,0.8507000594283982,0.5039786127177623,0.642605071065473,0.253787613584891,0.5064020338790735,0.25927372894361805,0.01657263850132554,0.02009537324207619,0.04823473824221701,0.11140321816049019,0.10466152429580688,0.026922423392534256,0.3384136403204132,4.7879845142706225e-91,0.3465320557505592,1.1587813973480294e-95,0.026163868606090546,0.02903495356440544,0.057518601417541504,0.37655264139175415,0.5459940652818991,0.48813056379821956,0.001483679525222552,368.0,200,200,276.7924530549999,379.4755859375,2809.234375
direction_A,totalvi,12,0.8150786583555951,0.6509398789536571,0.6530894314011122,0.7944649197516408,3369,0.18492134164440488,0.862473827391133,0.5256166001441305,0.6677385112330323,0.279607877322783,0.511896242157056,0.2585092471500062,0.026386481730511224,0.02380250076329047,0.04658044084113318,0.10400413192768024,0.08927875757217407,0.025152334943413734,0.49006412929478244,4.37146102745413e-203,0.49009953270517215,4.047661913844881e-203,0.024025607854127884,0.02801312878727913,0.04403910040855408,0.37002629041671753,0.56973293768546,0.5059347181008902,0.001483679525222552,384.0,200,200,275.36976178999976,379.4755859375,2809.234375
direction_A,totalvi,13,0.7996438112199465,0.6252350872437177,0.631089752453841,0.7806340258488166,3369,0.20035618878005343,0.8525777447826447,0.5361525229514797,0.6843911023124088,0.3294183844970994,0.5457378871664478,0.27755237084884576,0.030625001193154422,0.031046646201812255,0.05453749144460126,0.1092319175718612,0.09141993522644043,0.025540342554450035,0.5466893884027626,6.35105648265151e-262,0.5306320213711605,4.325670106482208e-244,0.024413567036390305,0.028635522350668907,0.04057842493057251,0.3752795457839966,0.599406528189911,0.5281899109792285,0.0,inf,180,200,258.49950686599914,379.4755859375,2809.234375
direction_A,totalvi,14,0.8150786583555951,0.6482325698601188,0.6500319389207244,0.7933604969778814,3369,0.18492134164440488,0.841154622687721,0.503244936276361,0.6620235006938444,0.2983820049200949,0.5292884342266112,0.26723467865231987,0.035501173295193436,0.039654536098109136,0.0518183258373045,0.11091129374773696,0.07498568296432495,0.024235382676124573,0.48992692256503323,5.890045440276352e-203,0.483496892187218,5.926847687104301e-197,0.023147696629166603,0.027056509628891945,0.03815394639968872,0.3225809931755066,0.5637982195845698,0.4807121661721068,0.002967359050445104,190.0,200,200,273.6267215300013,379.4755859375,2809.234375
direction_A,totalvi,15,0.8192341941228851,0.6627520549178535,0.6613892420761132,0.8013656948100493,3369,0.18076580587711488,0.8420569477166179,0.47347376388431217,0.6707027438661621,0.32058394034399534,0.5378382815548408,0.26341643965091954,0.014949084000546415,0.015009387929526595,0.04990703984983189,0.10373163159393638,0.11021775007247925,0.02303832583129406,0.472226098102571,9.768713754941415e-187,0.47457736940152495,7.760744785929476e-189,0.02233891934156418,0.025334835052490234,0.06049087643623352,0.3761169910430908,0.5341246290801187,0.47774480712166173,0.001483679525222552,360.0,196,200,269.41587599600007,379.4755859375,2809.234375
direction_A,totalvi,16,0.8130008904719501,0.6511273259480668,0.654482613762306,0.7895267166664519,3369,0.18699910952804988,0.85256292123762,0.5221480733470829,0.6911014911014911,0.32597745307893067,0.5395606923839842,0.2652214919111995,0.03197290988306717,0.03223738373298962,0.050252615842691396,0.10083399963720761,0.07688623666763306,0.02387264370918274,0.5435899172414967,2.092893820243221e-258,0.5381754285823899,2.390660819256448e-252,0.02294435165822506,0.02722093276679516,0.04204040765762329,0.35157307982444763,0.5578635014836796,0.5148367952522255,0.004451038575667656,125.33333333333334,200,200,275.691612697,379.4755859375,2809.234375
direction_A,totalvi,17,0.8040961709706145,0.6571439485943262,0.6598155213360545,0.7895847175024051,3369,0.19590382902938558,0.8458779377384029,0.509420592574984,0.6905575690459412,0.3114639804509317,0.5448713545246581,0.27722837235486575,0.016818277256960827,0.015955403955798704,0.05476799193830827,0.10671142564518969,0.11332881450653076,0.023879243060946465,0.5392864437958371,1.3947997463782743e-253,0.5250175581156791,4.44262198815665e-238,0.023055408149957657,0.02689708024263382,0.06008350849151611,0.3944588899612427,0.5756676557863502,0.5074183976261127,0.001483679525222552,388.0,200,200,274.54004500799965,379.4755859375,2809.234375
direction_A,totalvi,18,0.8035025230038587,0.6244484169812972,0.6234063440154507,0.7795239434040745,3369,0.19649747699614128,0.8715124824640604,0.5971601774674367,0.7269209177950866,0.35817089126711454,0.5451436205789727,0.26965563130017467,0.034772220051369984,0.035241695885560614,0.048765682273991355,0.09432188616567114,0.08346974849700928,0.025469020009040833,0.5614421448162851,3.4819782209511065e-279,0.5652301073169758,9.289216989590987e-284,0.024188118055462837,0.029339008033275604,0.03682398796081543,0.3877370059490204,0.6973293768545994,0.5548961424332344,0.0,inf,200,200,274.66355308499806,379.4755859375,2809.234375
direction_A,totalvi,19,0.8005342831700801,0.6325891087570492,0.6481324497919613,0.7825734490408448,3369,0.19946571682991987,0.8509857734343272,0.5296570256669084,0.6568078288044917,0.28380618495399845,0.526855817973521,0.2763309638849517,0.030083038414858612,0.030778549428013058,0.0540126900927118,0.11720755640755012,0.0965842604637146,0.027493897825479507,0.4701142503326991,7.277570951813792e-185,0.45525094636247865,4.7017954459052463e-172,0.02642224170267582,0.030642002820968628,0.042704105377197266,0.3667462468147278,0.5756676557863502,0.5133531157270029,0.0,inf,200,200,275.5210302329997,379.4755859375,2809.234375
direction_B,scvi_matched,0,0.7811871227364185,0.6441514414553172,0.6402484093156036,0.763553363529872,5964,0.21881287726358148,0.8626811370733036,0.6073083790827701,0.4309553708514563,0.20163973431823834,0.5953170548513134,0.2985765812861604,0.01961116137958709,0.01804367560795857,0.05932861206790746,0.2725210223087223,0.13394170999526978,0.08332094550132751,0.0302274054406673,0.019574051745355543,0.030436269685092363,0.018745600635770385,0.08384882658720016,0.08152297884225845,0.06465017795562744,0.4376545548439026,0.6694630872483222,0.5875943000838223,0.0008382229673093043,798.6694630872483,200,200,151.1986108730016,309.50439453125,2810.84765625
