direction,model,ensemble_size,seed_subset_definition,accuracy,balanced_accuracy,macro_f1,weighted_f1,error_auroc,error_auprc,nll,brier,ece,aurc,median_predictive_entropy,median_expected_entropy,median_ensemble_disagreement,median_variation_ratio
direction_B,scvi_matched,15,"random draw 1: seeds [0, 1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 18, 19]",0.7707914151576123,0.6165471947769995,0.6099326107067631,0.7321703516507614,0.8786319247994023,0.6567896304005765,0.6714633823095988,0.3116402687337018,0.0372595176086859,0.059449398924211624,0.5500214471907143,0.507236660688636,0.03739682126431175,0.0
direction_B,scvi_matched,15,"random draw 2: seeds [1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19]",0.7677733065057009,0.610347079000125,0.60448056952336,0.7286045887531206,0.8780556030788808,0.6570816838208602,0.6868487103556691,0.315133486332886,0.03298573757465213,0.06079558638953858,0.5575563756356321,0.5097571121956248,0.03824319459760342,0.0
direction_B,scvi_matched,15,"random draw 3: seeds [0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17]",0.7677733065057009,0.6129447272915971,0.6059030452560075,0.7297629749032642,0.8833316119815545,0.6674875534496604,0.6666594343697128,0.3103857477664544,0.03438690648238089,0.0593615068938197,0.547646103707701,0.49939170042295716,0.03810747871054718,0.0
direction_B,scvi_matched,15,"random draw 4: seeds [1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 17, 18, 19]",0.7679409792085848,0.6070052439042227,0.5982996892780055,0.7274385968438448,0.8751577605573366,0.6562499406675759,0.6839518090529845,0.31623330268108807,0.03260709722926071,0.061646283821582666,0.5598166222659275,0.5163313020146387,0.03817936907185404,0.0
direction_B,totalvi,1,nested seeds 0-0,0.7845405767940979,0.6269622332487363,0.6157476799755611,0.7621321542809399,0.873314578009369,0.6139366488085434,0.558148884399083,0.28769000291148733,0.037247005645198214,0.05597298960138324,0.530944238912425,0.530944238912425,0.0,0.0
direction_B,totalvi,2,nested seeds 0-1,0.7880617035546613,0.6452037994495687,0.6399553721831606,0.7842152266053137,0.851654827632642,0.5513155006124291,0.5482793724533204,0.29036147422731745,0.050759602142722744,0.06011487234431264,0.6957472630256154,0.6039070011364591,0.024513087613663054,0.0
direction_B,totalvi,3,nested seeds 0-2,0.8175720992622401,0.6745777424370415,0.6664759124414048,0.8074710795338963,0.8649475748564397,0.5571641356751473,0.5209479711122723,0.2675832661896995,0.08663356244568636,0.04688475364406685,0.7039760399151354,0.5843266757434054,0.05356080956843523,0.0
direction_B,totalvi,5,nested seeds 0-4,0.8288061703554661,0.6893443251392052,0.6839062204692584,0.8145193139281958,0.8872309856358569,0.5865805809346222,0.49342049657656767,0.2463458739124907,0.08589728729545479,0.037965046950689904,0.6595529057328134,0.5494245594629915,0.06850163026354872,0.0
direction_B,totalvi,10,nested seeds 0-9,0.8262910798122066,0.6868525677762923,0.6856422010858275,0.8112873678490975,0.8900749949857092,0.5668175537961047,0.48799605036372873,0.24541297915523633,0.07911093271710899,0.03743068202248579,0.6422389627866236,0.5546503083961635,0.07652403507997135,0.0
direction_B,totalvi,15,nested seeds 0-14,0.8224346076458753,0.6882792994493764,0.6866068971722379,0.8066684645161689,0.8927657600163255,0.5855975571309375,0.49806099527743763,0.24915214794192458,0.08335226783278035,0.03810333666327709,0.6627047341900354,0.5656873594576691,0.08529245414525932,0.06666666666666665
direction_B,totalvi,20,nested seeds 0-19,0.8272971160295104,0.6945894160946703,0.6920064703358746,0.8133396546727172,0.889698190876856,0.5712705907830593,0.49878532231185146,0.24800018502826474,0.0818988574245501,0.03727781892381519,0.669929946433204,0.5715190933304393,0.08870148440554992,0.050000000000000044
direction_B,totalvi,5,"random draw 0: seeds [3, 8, 9, 12, 14]",0.8212608987256874,0.6842065795699194,0.6852533481269112,0.8079619775077446,0.8888245154242226,0.5792365259969481,0.4981611522409672,0.250863705888781,0.07205990715894603,0.03908025086680518,0.6599871794329528,0.5770428423938911,0.061348507307749545,0.0
direction_B,totalvi,5,"random draw 1: seeds [1, 3, 5, 7, 18]",0.8412139503688799,0.7076962155339046,0.7030225100357855,0.8351160897984249,0.8784820101622803,0.5479599888101908,0.47905239625798535,0.23865586309658077,0.08863869943271256,0.03542205847900053,0.6514401825341132,0.5524398810450157,0.07561803667048658,0.0
direction_B,totalvi,5,"random draw 2: seeds [2, 4, 5, 8, 14]",0.824111334674715,0.6846761920926294,0.6850197414350581,0.808356925782298,0.8859451475852117,0.56784059548344,0.4899221703555804,0.24706985046336147,0.0685846110430154,0.038899098325559524,0.6198678775035792,0.5356544560020808,0.05078026301911337,0.0
direction_B,totalvi,5,"random draw 3: seeds [2, 7, 15, 16, 18]",0.8271294433266264,0.7030493938188636,0.6986923177795525,0.8204574795555313,0.880350135068895,0.5604918864970426,0.5011145845461558,0.25090227394246634,0.08331830652598053,0.03915137881543067,0.6684495903629011,0.5832990720393929,0.07185973635792203,0.0
direction_B,totalvi,5,"random draw 4: seeds [5, 6, 8, 9, 18]",0.8274647887323944,0.7039663828900298,0.7040073204654071,0.8161875331034314,0.8868487617944847,0.5626810105431795,0.48408902777909907,0.24528083518787874,0.06998432202380689,0.03741491605497165,0.6254055405398977,0.5665248373941203,0.04362407605301094,0.0
direction_B,totalvi,10,"random draw 0: seeds [2, 3, 6, 7, 9, 13, 14, 15, 16, 18]",0.8289738430583501,0.6999376336338325,0.696166986472735,0.8163746902928118,0.8897697347547433,0.58031331085494,0.49214101589190906,0.24538917171087388,0.07978791674532842,0.036586028481632636,0.6534456525220148,0.5686152299422788,0.07592070971382386,0.0
direction_B,totalvi,10,"random draw 1: seeds [0, 1, 4, 5, 6, 10, 11, 15, 16, 19]",0.823943661971831,0.6783115694554896,0.6773050412558493,0.8059041350652767,0.8860094579142199,0.5808618152233004,0.5109292437240128,0.25375598310420366,0.082837144491818,0.03943338974966076,0.6679077603550568,0.5666745872615564,0.07722481274680895,0.0
direction_B,totalvi,10,"random draw 2: seeds [0, 1, 6, 10, 11, 13, 15, 16, 18, 19]",0.8261234071093226,0.6957387617167393,0.6898513330615049,0.8110214850626442,0.8870905773962339,0.5679488577752876,0.5121993254526173,0.2531843258708435,0.08926821030895923,0.03845654280891412,0.6871183941840775,0.5828272330116973,0.0880357850469084,0.09999999999999998
direction_B,totalvi,10,"random draw 3: seeds [0, 3, 5, 6, 7, 8, 10, 11, 14, 19]",0.817907444668008,0.6739864957309942,0.6760528680939588,0.80025504871384,0.8948475396356174,0.5984365908618827,0.5027416119610573,0.2514305713510776,0.07960447754292724,0.039019211199863034,0.652614266331428,0.5662385658652549,0.07496464873471076,0.0
