,,macro_f1,macro_f1,accuracy,accuracy,error_auroc_predictive,error_auroc_predictive,error_auprc_predictive,error_auprc_predictive,nll,nll,brier,brier,ece_equal_frequency,ece_equal_frequency,aurc,aurc,error_auroc_latent,error_auroc_latent
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
direction,model,,,,,,,,,,,,,,,,,,
direction_A,scvi_matched,0.655623,0.017548,0.793826,0.012139,0.843074,0.009857,0.522709,0.026497,0.566999,0.032321,0.287814,0.014758,0.030597,0.007817,0.059099,0.00534,0.543916,0.054278
direction_A,totalvi,0.652383,0.014627,0.813624,0.008032,0.851056,0.009446,0.51542,0.028874,0.524777,0.016754,0.263796,0.008496,0.023836,0.007593,0.050121,0.003348,0.669424,0.021426
direction_B,scvi_matched,0.601487,0.019538,0.759876,0.011322,0.854525,0.010919,0.613612,0.024494,0.747272,0.056399,0.336597,0.017606,0.040945,0.012958,0.071052,0.007057,0.468835,0.074533
direction_B,totalvi,0.653966,0.025429,0.786519,0.024438,0.856003,0.016339,0.569125,0.024889,0.568443,0.046823,0.292129,0.028031,0.034619,0.011742,0.059998,0.013842,0.609912,0.0375
