direction,seed,metric,delta_mean_bootstrap,cell_bootstrap_ci_low,cell_bootstrap_ci_high,excludes_zero
direction_B,3,error_auroc_predictive,-0.0032963260951561456,-0.014481620990708915,0.007285745030486571,False
direction_B,3,error_auprc_predictive,-0.12112435206122248,-0.15894945700520213,-0.08412351611759754,True
direction_B,3,ece_equal_frequency,-0.017732394303044643,-0.029383680995336368,-0.00688630818900927,True
direction_B,3,brier,-0.07981263344528605,-0.08934635397929341,-0.07005888522170456,True
direction_B,3,aurc,-0.023707151031840772,-0.027885256266797866,-0.01957281108526401,True
direction_B,4,error_auroc_predictive,0.035109132293818436,0.024135829253531,0.045184694080736325,True
direction_B,4,error_auprc_predictive,0.0024232114398275934,-0.034825357508672154,0.038635598086535855,False
direction_B,4,ece_equal_frequency,-0.010905580632638443,-0.023111414616161702,0.001356339996829264,False
direction_B,4,brier,-0.07557699091993897,-0.08286752845541145,-0.06876553986548825,True
direction_B,4,aurc,-0.03290511567416546,-0.036667558817140074,-0.029643137242774686,True
direction_B,5,error_auroc_predictive,0.025854073798237974,0.01137029722760666,0.037270008465583676,True
direction_B,5,error_auprc_predictive,-0.06227073720227861,-0.10803916596835926,-0.021771620260345476,True
direction_B,5,ece_equal_frequency,-0.03872019234643955,-0.0518239313291197,-0.026158651771020124,True
direction_B,5,brier,-0.11315588581655028,-0.12560573386409093,-0.10341684826902488,True
direction_B,5,aurc,-0.03400883820837798,-0.03882448438821648,-0.02989304458962366,True
direction_B,6,error_auroc_predictive,0.006682297708907172,-0.004964995191047985,0.01870953448500244,False
direction_B,6,error_auprc_predictive,-0.03337495921382765,-0.07271554752356411,0.005941970532333713,False
direction_B,6,ece_equal_frequency,-0.019501224371289184,-0.030416532031289793,-0.009111818176082717,True
direction_B,6,brier,-0.04933189420432977,-0.05719721790684239,-0.04100325474089511,True
direction_B,6,aurc,-0.015142389595928714,-0.01908426248053575,-0.011230934098591562,True
direction_B,7,error_auroc_predictive,-0.0028289118199461088,-0.01645993987707352,0.010515127300562784,False
direction_B,7,error_auprc_predictive,-0.031160971169371075,-0.06655586606208942,0.008697458381847841,False
direction_B,7,ece_equal_frequency,-0.015710953380635207,-0.026346874251801784,-0.004336808273277672,True
direction_B,7,brier,-0.019034543231743497,-0.028754479734474286,-0.009552083781085768,True
