direction,seed,metric,scvi,totalvi,delta
direction_A,2,aurc,0.0505932144438975,0.0512815745850264,0.0006883601411288992
direction_A,3,aurc,0.0514655051505538,0.0502938066308651,-0.0011716985196887006
direction_A,4,aurc,0.0573188964367002,0.0545873440555696,-0.0027315523811305975
direction_A,5,aurc,0.065642045126163,0.0447435454918248,-0.020898499634338208
direction_A,6,aurc,0.0592090759417562,0.0455231386284423,-0.013685937313313898
direction_A,7,aurc,0.05940886733758,0.0514510641197045,-0.007957803217875502
direction_A,8,aurc,0.0632196564159907,0.0463698495263547,-0.016849806889636
direction_A,9,aurc,0.0673920897529739,0.0491266737297789,-0.018265416023194994
direction_A,10,aurc,0.0596716477325222,0.0507414512728108,-0.008930196459711395
direction_A,11,aurc,0.0585769335689273,0.048234738242217,-0.010342195326710296
direction_A,12,aurc,0.0614962730741695,0.0465804408411331,-0.0149158322330364
direction_A,13,aurc,0.0631621555224867,0.0545374914446012,-0.008624664077885508
direction_A,14,aurc,0.05477611585254,0.0518183258373045,-0.0029577900152354952
direction_A,15,aurc,0.0640373214855835,0.0499070398498318,-0.014130281635751696
direction_A,16,aurc,0.0555123236023455,0.0502526158426913,-0.005259707759654203
direction_A,17,aurc,0.0613599951800326,0.0547679919383082,-0.0065920032417244034
direction_A,18,aurc,0.0508518034492172,0.0487656822739913,-0.0020861211752258996
direction_A,19,aurc,0.0502496310609933,0.0540126900927118,0.003763059031718502
direction_A,0,error_auroc_latent,0.5811811811811811,0.6377504384989747,0.05656925731779361
direction_A,1,error_auroc_latent,0.4997679172949052,0.6732885272063742,0.173520609911469
direction_A,2,error_auroc_latent,0.5557743638970942,0.6599484502562708,0.10417408635917658
direction_A,3,error_auroc_latent,0.5560436779819371,0.6670475894311177,0.11100391144918065
direction_A,4,error_auroc_latent,0.6576901701678233,0.6746774666430333,0.016987296475210023
direction_A,5,error_auroc_latent,0.515377812688975,0.6646730432654977,0.14929523057652272
direction_A,6,error_auroc_latent,0.4702766854997826,0.687960856545154,0.21768417104537147
direction_A,7,error_auroc_latent,0.5513085469636196,0.6283915386537564,0.07708299169013677
direction_A,8,error_auroc_latent,0.5863593221417436,0.6592756933896259,0.0729163712478823
direction_A,9,error_auroc_latent,0.4616440965062592,0.6670038181308673,0.20535972162460808
direction_A,10,error_auroc_latent,0.5311633754065339,0.6756136926966246,0.14445031729009072
direction_A,11,error_auroc_latent,0.5642466049398981,0.642605071065473,0.07835846612557495
direction_A,12,error_auroc_latent,0.5730229257745902,0.6677385112330323,0.09471558545844205
direction_A,13,error_auroc_latent,0.550330061178168,0.6843911023124088,0.1340610411342409
direction_A,14,error_auroc_latent,0.4969553913519431,0.6620235006938444,0.1650681093419013
direction_A,15,error_auroc_latent,0.5104841394878298,0.6707027438661621,0.16021860437833235
direction_A,16,error_auroc_latent,0.5548234138689189,0.6911014911014911,0.13627807723257224
direction_A,17,error_auroc_latent,0.4633132791664082,0.6905575690459412,0.22724428987953305
direction_A,18,error_auroc_latent,0.540073150205073,0.7269209177950866,0.18684776759001365
direction_A,19,error_auroc_latent,0.6584888102233044,0.6568078288044917,-0.001680981418812677
direction_A,0,error_auprc_latent,0.2809882623470784,0.2577942365089504,-0.02319402583812802
direction_A,1,error_auprc_latent,0.2243087506306389,0.2900668743459541,0.06575812371531517
direction_A,2,error_auprc_latent,0.2235425024478089,0.2918883726458104,0.06834587019800151
direction_A,3,error_auprc_latent,0.22925085624236,0.303029466350909,0.073778610108549
direction_A,4,error_auprc_latent,0.3050893424367847,0.2995388137185444,-0.0055505287182403
direction_A,5,error_auprc_latent,0.2388620551469727,0.2736412216036251,0.03477916645665238
direction_A,6,error_auprc_latent,0.2025895683991877,0.2999885166676302,0.0973989482684425
direction_A,7,error_auprc_latent,0.2307996480941553,0.2566973623909927,0.025897714296837432
direction_A,8,error_auprc_latent,0.2831048280619577,0.2935642565697263,0.010459428507768598
direction_A,9,error_auprc_latent,0.2265632729247653,0.3159157762403704,0.08935250331560513
direction_A,10,error_auprc_latent,0.2407014834007241,0.3001249281367255,0.05942344473600139
direction_A,11,error_auprc_latent,0.253028919365031,0.253787613584891,0.0007586942198599678
direction_A,12,error_auprc_latent,0.2438106045345757,0.279607877322783,0.035797272788207324
direction_A,13,error_auprc_latent,0.2406176288889115,0.3294183844970994,0.08880075560818793
direction_A,14,error_auprc_latent,0.201114408337214,0.2983820049200949,0.09726759658288092
direction_A,15,error_auprc_latent,0.2171410251286355,0.3205839403439953,0.10344291521535978
