fold,donor,model,seed,n_cells,n_present_classes,present_classes,present_class_macro_f1,fixed_ontology_macro_f1,accuracy,balanced_accuracy,predictive_error_auroc,predictive_error_auprc,latent_error_auroc,latent_error_auprc,nll,brier,ece_equal_frequency,ece_equal_width,full_aurc,paurc_0.5_1.0,e_aurc,risk_100,risk_90,risk_80,risk_70,risk_60,risk_50,error_prevalence
2,Donor06,scvi_matched,8,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.7657957000507762,0.7657957000507762,0.7246127366609294,0.753167713012763,0.802790973871734,0.5640164752299621,0.5931264845605702,0.316546305220284,0.5854792594909668,0.3452100157737732,0.018736771482608817,0.01486720285809595,0.10250465741938494,0.18529749467370119,0.06029131151955432,0.2753872633390706,0.23709369024856597,0.20430107526881724,0.16953316953316955,0.13180515759312317,0.09310344827586203,0.27538726333907054
2,Donor05,scvi_matched,9,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.7864576156281854,0.7864576156281854,0.7504332755632582,0.8017058411795254,0.7881222735437515,0.4845234831905302,0.6189216063638696,0.3360376262013305,0.5988523960113525,0.3399677872657776,0.014339304466181443,0.01911341105837964,0.09418410761377077,0.16982191128957055,0.05985406581985223,0.24956672443674177,0.21772639691714835,0.18831168831168832,0.15594059405940597,0.11560693641618502,0.07986111111111116,0.24956672443674177
2,Donor06,scvi_matched,9,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.7691407742890327,0.7691407742890327,0.7332185886402753,0.7570343306116589,0.7916704528244738,0.5029017566555878,0.5970467969104953,0.3188115669629797,0.5923061370849609,0.34153589606285095,0.038310035011649334,0.024900432092597673,0.10117376326157403,0.18184252054237698,0.06168901395758414,0.26678141135972466,0.23709369024856597,0.21075268817204296,0.16953316953316955,0.12034383954154726,0.07241379310344831,0.2667814113597246
2,Donor05,totalvi,0,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8923135084145376,0.8923135084145376,0.8648180242634316,0.8971832734990629,0.8194080468629567,0.39824030267542254,0.6168233903704845,0.2002574125252367,0.36301305890083313,0.20373527705669403,0.026691320760617834,0.022661332189520277,0.03851190105214724,0.07220817342102595,0.028815714429614323,0.13518197573656843,0.10211946050096343,0.08658008658008653,0.05940594059405946,0.040462427745664775,0.01736111111111116,0.13518197573656845
2,Donor06,totalvi,0,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8792866996948631,0.8792866996948631,0.8657487091222031,0.8645109699423086,0.8643013712596217,0.44379463837509425,0.6346026405668552,0.19335152061695654,0.35755911469459534,0.19455276429653168,0.03311151368687771,0.03353989421808372,0.030828517013400517,0.05788316242448216,0.021268604773156882,0.13425129087779686,0.09369024856596553,0.06021505376344083,0.03194103194103193,0.025787965616045794,0.024137931034482807,0.1342512908777969
2,Donor05,totalvi,1,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8961243651131258,0.8961243651131258,0.8700173310225303,0.9007439770597665,0.8346347941567065,0.3790444169726824,0.6126162018592298,0.1938304329169105,0.35479870438575745,0.19737331569194794,0.036358573924317523,0.03616774340436196,0.03421003175428269,0.06323479434055986,0.02525787701865135,0.12998266897746968,0.09826589595375723,0.07359307359307354,0.044554455445544594,0.026011560693641633,0.02430555555555558,0.12998266897746968
2,Donor06,totalvi,1,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8825989173047448,0.8825989173047448,0.8674698795180723,0.8715019598197602,0.8386672850958565,0.42064877607689444,0.6280921459492887,0.19944205039111243,0.354122132062912,0.19713497161865234,0.0238968862313617,0.025093298001461737,0.03407077854743157,0.06474731222886407,0.02475876169215325,0.1325301204819277,0.0994263862332696,0.07311827956989247,0.0491400491400491,0.034383954154727836,0.01379310344827589,0.13253012048192772
2,Donor05,totalvi,2,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8807700770486291,0.8807700770486291,0.8509532062391681,0.8792008173587121,0.8613650357599583,0.4650513128334593,0.6558044806517311,0.22575361594876203,0.3647480010986328,0.20587009191513062,0.03835521599655548,0.032181527885241965,0.035192071787107745,0.06680653755413003,0.02335846612685347,0.14904679376083185,0.10789980732177262,0.08225108225108224,0.044554455445544594,0.014450867052023142,0.01041666666666663,0.14904679376083188
2,Donor06,totalvi,2,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8761135089788893,0.8761135089788893,0.8605851979345955,0.8577140011709992,0.8525185185185185,0.4842636696570122,0.6573827160493827,0.20005992460453137,0.3544348180294037,0.1983502209186554,0.03252284621207521,0.03814526869179664,0.03454976587817959,0.06445817210163571,0.024225609330818354,0.13941480206540446,0.0994263862332696,0.06021505376344083,0.04422604422604426,0.04011461318051579,0.024137931034482807,0.13941480206540446
2,Donor05,totalvi,3,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8942957409112732,0.8942957409112732,0.8596187175043327,0.8930112443270337,0.867557745917961,0.532463699683246,0.6006073277578654,0.18154877514727633,0.3476937413215637,0.19606271386146545,0.035948218258042876,0.037783261085093764,0.0318569059178871,0.06095203033090576,0.021385428883801363,0.14038128249566728,0.09441233140655103,0.06926406926406925,0.04950495049504955,0.023121387283236983,0.01041666666666663,0.14038128249566725
2,Donor06,totalvi,3,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8640187806624839,0.8640187806624839,0.8588640275387264,0.8533725458044296,0.8603792951757173,0.4574737549841874,0.6318001857373283,0.18724865037709845,0.3496328592300415,0.20108911395072937,0.021860584847488,0.023215780570051543,0.03268641877085258,0.0630146609782953,0.02210063859166352,0.14113597246127363,0.10516252390057357,0.07096774193548383,0.041769041769041726,0.025787965616045794,0.010344827586206917,0.14113597246127366
2,Donor05,totalvi,4,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8642037525442242,0.8642037525442242,0.8318890814558059,0.8658605974395448,0.8619201030927834,0.5488212814750798,0.6554768041237113,0.2895076276839098,0.38313254714012146,0.2197437286376953,0.027530962404386638,0.031141493153117573,0.04194292410651808,0.0781019606636919,0.02680073356409379,0.16811091854419413,0.12524084778420042,0.08441558441558439,0.05940594059405946,0.034682080924855474,0.01736111111111116,0.1681109185441941
2,Donor06,totalvi,4,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8498973987425508,0.8498973987425508,0.8382099827882961,0.8476081497200708,0.8645637642535716,0.49308770138776653,0.6180916597492245,0.19608675129001157,0.3919525444507599,0.2172102928161621,0.03437294802033756,0.04215998114078673,0.03927619956707854,0.07415494715254463,0.02527989410667813,0.16179001721170394,0.11663479923518161,0.07526881720430112,0.05405405405405406,0.04011461318051579,0.020689655172413834,0.16179001721170397
2,Donor05,totalvi,5,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8783848025430023,0.8783848025430023,0.854419410745234,0.8839627221206169,0.8241813966966096,0.39285983984639045,0.6953781512605041,0.27652421136895866,0.3851955533027649,0.21303264796733856,0.025422269694726638,0.015978120951759968,0.04147338498501157,0.07689833874258557,0.030195169949021397,0.14558058925476602,0.11175337186897882,0.08441558441558439,0.061881188118811936,0.049132947976878616,0.02430555555555558,0.14558058925476602
2,Donor06,totalvi,5,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8838690212476548,0.8838690212476548,0.8691910499139415,0.8674266771439997,0.8410630536737884,0.42528344776747506,0.62313705054716,0.19637188758716717,0.3681124746799469,0.1992480605840683,0.03433295432959079,0.031952420733676726,0.03324360035889683,0.06257834516945171,0.0241760638679571,0.13080895008605853,0.09751434034416828,0.07096774193548383,0.05405405405405406,0.022922636103151817,0.017241379310344862,0.13080895008605853
2,Donor05,totalvi,6,577,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.8943617331186153,0.8943617331186153,0.8682842287694974,0.8934368579105421,0.8483296564765206,0.4064958835831968,0.6122754491017964,0.1986302639873594,0.34392908215522766,0.19418856501579285,0.04253396448684112,0.03395454397027996,0.0325584440384061,0.06014834504986009,0.023361740265932386,0.1317157712305026,0.09826589595375723,0.0714285714285714,0.034653465346534684,0.026011560693641633,0.01388888888888884,0.1317157712305026
2,Donor06,totalvi,6,581,7,B;CD14_Mono;CD4T_Mem;CD4T_Naive;CD8T_Mem;CD8T_Naive;NK,0.876099255838229,0.876099255838229,0.8657487091222031,0.8595653670008144,0.868736300147831,0.4911611685540147,0.6169648774022531,0.19313409909753243,0.3349699079990387,0.19105522334575653,0.03160218035292503,0.03336750845490556,0.029391923871293402,0.05761363459742444,0.019832011631049765,0.13425129087779686,0.09751434034416828,0.058064516129032295,0.041769041769041726,0.022922636103151817,0.01379310344827589,0.1342512908777969
