cell_type,source_support,target_support,precision,recall,f1,direction,model,seed,label_level,subset
NK_CD56bright,30,35,0.5,0.11428571428571428,0.18604651162790697,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
Treg,59,241,0.7076923076923077,0.3817427385892116,0.49595687331536387,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
cDC2,125,135,0.9829059829059829,0.8518518518518519,0.9126984126984127,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
gdT,71,59,0.04741833508956796,0.7627118644067796,0.08928571428571429,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
pDC,23,24,1.0,0.9583333333333334,0.9787234042553191,pbmc5k_to_pbmc10k,totalvi,1,l2,high_confidence_shared
B,274,493,0.9918367346938776,0.9858012170385395,0.9888097660223805,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
CD4 T,1079,1929,0.7685749086479903,0.9813374805598756,0.8620218579234973,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
CD8 T,236,653,0.47709320695102686,0.46248085758039814,0.46967340590979784,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
DC,151,165,0.940677966101695,0.6727272727272727,0.784452296819788,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
Mono,1068,1340,0.9141483516483516,0.9932835820895523,0.952074391988555,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
NK,290,812,0.9828850855745721,0.9901477832512315,0.9865030674846625,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
other,185,219,0.8764044943820225,0.3561643835616438,0.5064935064935064,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
other T,109,491,0.7142857142857143,0.05091649694501019,0.09505703422053231,pbmc5k_to_pbmc10k,scvi_matched,1,l1,high_confidence_shared
B,274,493,0.9939393939393939,0.9979716024340771,0.9959514170040485,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
CD4 T,1079,1929,0.928325969563083,0.9803006739243131,0.9536056480080686,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
CD8 T,236,653,0.9099836333878887,0.8514548238897397,0.879746835443038,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
DC,151,165,0.9927536231884058,0.8303030303030303,0.9042904290429042,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
Mono,1068,1340,0.9181568088033012,0.996268656716418,0.9556191839656406,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
NK,290,812,0.9919786096256684,0.45689655172413796,0.6256323777403036,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
other,185,219,0.9322033898305084,0.2511415525114155,0.39568345323741005,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
other T,109,491,0.4346895074946467,0.8268839103869654,0.5698245614035088,pbmc5k_to_pbmc10k,totalvi,1,l1,high_confidence_shared
B intermediate,66,68,0.4845360824742268,0.6911764705882353,0.5696969696969697,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
B memory,79,99,0.8548387096774194,0.5353535353535354,0.6583850931677019,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
B naive,128,315,0.9504643962848297,0.9746031746031746,0.9623824451410659,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD14 Mono,937,1237,0.9507545671167593,0.967663702506063,0.9591346153846154,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD16 Mono,131,103,0.8728813559322034,1.0,0.9321266968325792,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD4 CTL,41,24,0.2222222222222222,0.08333333333333333,0.12121212121212122,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD4 Naive,378,795,0.7078341013824885,0.9660377358490566,0.8170212765957446,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD4 TCM,327,580,0.7760141093474426,0.7586206896551724,0.7672188317349607,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD4 TEM,272,281,0.559228650137741,0.7224199288256228,0.6304347826086957,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD8 Naive,48,320,0.9214285714285714,0.403125,0.5608695652173913,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD8 TCM,34,77,0.2857142857142857,0.05194805194805195,0.08791208791208792,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
CD8 TEM,147,246,0.4157706093189964,0.943089430894309,0.5771144278606966,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
Eryth,86,144,0.7898550724637681,0.7569444444444444,0.7730496453900709,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
ILC,98,65,0.75,0.09230769230769231,0.1643835616438356,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
MAIT,24,356,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
NK,251,760,0.9920844327176781,0.9894736842105263,0.9907773386034255,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
NK_CD56bright,30,35,0.9285714285714286,0.7428571428571429,0.8253968253968254,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
Treg,59,241,0.5018587360594795,0.5601659751037344,0.5294117647058824,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
cDC2,125,135,0.9807692307692307,0.7555555555555555,0.8535564853556485,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
gdT,71,59,0.10256410256410256,0.06779661016949153,0.08163265306122448,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
pDC,23,24,0.96,1.0,0.9795918367346939,pbmc5k_to_pbmc10k,scvi_matched,2,l2,high_confidence_shared
B intermediate,66,68,0.6136363636363636,0.39705882352941174,0.48214285714285715,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
B memory,79,99,0.7205882352941176,0.98989898989899,0.8340425531914893,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
B naive,128,315,0.9900332225913622,0.946031746031746,0.9675324675324676,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD14 Mono,937,1237,0.9767441860465116,0.8827809215844786,0.9273885350318471,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD16 Mono,131,103,0.98989898989899,0.9514563106796117,0.9702970297029703,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD4 CTL,41,24,1.0,0.08333333333333333,0.15384615384615385,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD4 Naive,378,795,0.8685567010309279,0.8477987421383648,0.8580521960534692,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD4 TCM,327,580,0.625158831003812,0.8482758620689655,0.719824433065106,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD4 TEM,272,281,0.43109540636042404,0.8683274021352313,0.5761511216056671,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD8 Naive,48,320,0.9913793103448276,0.71875,0.8333333333333334,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD8 TCM,34,77,0.2875,0.2987012987012987,0.2929936305732484,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
CD8 TEM,147,246,0.9723756906077348,0.7154471544715447,0.8243559718969555,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
Eryth,86,144,0.4856115107913669,0.9375,0.6398104265402843,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
ILC,98,65,0.4883720930232558,0.3230769230769231,0.3888888888888889,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
MAIT,24,356,1.0,0.26685393258426965,0.4212860310421286,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
NK,251,760,0.9934123847167325,0.9921052631578947,0.9927583936800527,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
NK_CD56bright,30,35,0.9375,0.8571428571428571,0.8955223880597015,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
Treg,59,241,0.7333333333333333,0.31950207468879666,0.44508670520231214,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
cDC2,125,135,0.9448818897637795,0.8888888888888888,0.916030534351145,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
gdT,71,59,0.18994413407821228,0.576271186440678,0.2857142857142857,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,2,l2,high_confidence_shared
B,274,493,0.9979423868312757,0.9837728194726166,0.9908069458631257,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
CD4 T,1079,1929,0.7611044417767107,0.9860031104199067,0.8590785907859079,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
CD8 T,236,653,0.5610687022900763,0.450229709035222,0.4995751911639762,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
DC,151,165,0.9389312977099237,0.7454545454545455,0.831081081081081,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
Mono,1068,1340,0.944364161849711,0.9753731343283583,0.959618208516887,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
NK,290,812,0.965352449223417,0.9950738916256158,0.9799878714372346,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
other,185,219,0.7718120805369127,0.5251141552511416,0.625,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
other T,109,491,0.9456521739130435,0.17718940936863545,0.29845626072041165,pbmc5k_to_pbmc10k,scvi_matched,2,l1,high_confidence_shared
B,274,493,0.9918864097363083,0.9918864097363083,0.9918864097363083,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
CD4 T,1079,1929,0.8817757009345795,0.9782270606531882,0.9275006144015728,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
CD8 T,236,653,0.9504310344827587,0.6753445635528331,0.7896150402864817,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
DC,151,165,0.8806818181818182,0.9393939393939394,0.9090909090909091,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
Mono,1068,1340,0.9856175972927242,0.8694029850746269,0.9238699444885012,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
NK,290,812,0.9913793103448276,0.9913793103448276,0.9913793103448276,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
other,185,219,0.4661016949152542,0.7534246575342466,0.5759162303664922,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
other T,109,491,0.7900207900207901,0.7739307535641547,0.7818930041152263,pbmc5k_to_pbmc10k,totalvi,2,l1,high_confidence_shared
B intermediate,66,68,0.5454545454545454,0.5294117647058824,0.5373134328358209,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B memory,79,99,0.7951807228915663,0.6666666666666666,0.7252747252747253,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B naive,128,315,0.933933933933934,0.9873015873015873,0.9598765432098766,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD14 Mono,937,1237,0.9422776911076443,0.9765561843168957,0.9591107582373958,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD16 Mono,131,103,0.99,0.9611650485436893,0.9753694581280788,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 CTL,41,24,0.17391304347826086,0.16666666666666666,0.1702127659574468,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 Naive,378,795,0.6655202063628547,0.9735849056603774,0.7906026557711952,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 TCM,327,580,0.7905405405405406,0.6051724137931035,0.685546875,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 TEM,272,281,0.5329512893982808,0.6619217081850534,0.5904761904761905,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 Naive,48,320,0.8860759493670886,0.21875,0.3508771929824561,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 TCM,34,77,0.3,0.07792207792207792,0.12371134020618557,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 TEM,147,246,0.49774774774774777,0.8983739837398373,0.6405797101449275,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
Eryth,86,144,0.7925925925925926,0.7430555555555556,0.7670250896057348,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
ILC,98,65,1.0,0.046153846153846156,0.08823529411764706,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
MAIT,24,356,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
NK,251,760,0.9582278481012658,0.9960526315789474,0.9767741935483871,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
NK_CD56bright,30,35,0.9166666666666666,0.3142857142857143,0.46808510638297873,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
Treg,59,241,0.43783783783783786,0.6721991701244814,0.530278232405892,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
cDC2,125,135,1.0,0.7481481481481481,0.8559322033898306,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
gdT,71,59,0.055944055944055944,0.13559322033898305,0.07920792079207921,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B intermediate,66,68,0.5128205128205128,0.5882352941176471,0.547945205479452,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B memory,79,99,0.8852459016393442,0.5454545454545454,0.675,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B naive,128,315,0.9127906976744186,0.9968253968253968,0.952959028831563,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD14 Mono,937,1237,0.9456521739130435,0.98464025869038,0.9647524752475247,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD16 Mono,131,103,0.9801980198019802,0.9611650485436893,0.9705882352941176,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 Naive,378,795,0.8844339622641509,0.9433962264150944,0.9129640900791236,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 TCM,327,580,0.676985195154778,0.8672413793103448,0.7603930461073318,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 TEM,272,281,0.6535211267605634,0.8256227758007118,0.7295597484276729,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 Naive,48,320,0.9726027397260274,0.8875,0.9281045751633987,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 TCM,34,77,0.3944954128440367,0.5584415584415584,0.46236559139784944,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 TEM,147,246,0.905,0.7357723577235772,0.8116591928251121,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
Eryth,86,144,0.900990099009901,0.6319444444444444,0.7428571428571429,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
ILC,98,65,0.7142857142857143,0.07692307692307693,0.1388888888888889,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
MAIT,24,356,1.0,0.21629213483146068,0.3556581986143187,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
NK,251,760,0.9921465968586387,0.9973684210526316,0.994750656167979,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
NK_CD56bright,30,35,0.9333333333333333,0.8,0.8615384615384616,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
Treg,59,241,0.675,0.11203319502074689,0.19217081850533807,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
cDC2,125,135,0.9296875,0.8814814814814815,0.9049429657794676,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
gdT,71,59,0.11229946524064172,0.711864406779661,0.19399538106235567,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B,274,493,0.9918533604887984,0.9878296146044625,0.9898373983739838,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
CD4 T,1079,1929,0.7596774193548387,0.9766718506998445,0.8546155590836925,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
CD8 T,236,653,0.482078853046595,0.4119448698315467,0.44426094137076794,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
DC,151,165,0.9538461538461539,0.7515151515151515,0.8406779661016949,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
Mono,1068,1340,0.9390503189227498,0.9888059701492538,0.9632860777898946,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
NK,290,812,0.9676258992805755,0.9938423645320197,0.9805589307411907,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
other,185,219,0.8660714285714286,0.4429223744292237,0.5861027190332326,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
other T,109,491,0.9302325581395349,0.1629327902240326,0.2772963604852686,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
B,274,493,0.9919191919191919,0.9959432048681541,0.9939271255060729,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
CD4 T,1079,1929,0.9324055666003976,0.9725246241575947,0.9520426287744227,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
CD8 T,236,653,0.8712121212121212,0.8805513016845329,0.8758568164508759,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
DC,151,165,0.9536423841059603,0.8727272727272727,0.9113924050632911,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
Mono,1068,1340,0.9549090909090909,0.9798507462686568,0.967219152854512,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
NK,290,812,0.9793187347931873,0.9913793103448276,0.98531211750306,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
other,185,219,0.8283582089552238,0.5068493150684932,0.6288951841359773,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
other T,109,491,0.8587196467991169,0.7922606924643585,0.8241525423728814,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
B intermediate,66,68,0.4025974025974026,0.45588235294117646,0.42758620689655175,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B memory,79,99,0.7894736842105263,0.45454545454545453,0.5769230769230769,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B naive,128,315,0.9014492753623189,0.9873015873015873,0.9424242424242424,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD14 Mono,937,1237,0.926829268292683,0.9830234438156831,0.954099646920361,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD16 Mono,131,103,0.9803921568627451,0.970873786407767,0.975609756097561,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 CTL,41,24,0.6875,0.4583333333333333,0.55,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 Naive,378,795,0.6389351081530782,0.9660377358490566,0.7691537305958939,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 TCM,327,580,0.7885835095137421,0.6431034482758621,0.7084520417853751,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 TEM,272,281,0.4794520547945205,0.7473309608540926,0.5841446453407511,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 Naive,48,320,1.0,0.109375,0.19718309859154928,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 TCM,34,77,0.375,0.03896103896103896,0.07058823529411765,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 TEM,147,246,0.8142857142857143,0.926829268292683,0.8669201520912547,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
Eryth,86,144,0.8360655737704918,0.7083333333333334,0.7669172932330827,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
ILC,98,65,0.8260869565217391,0.2923076923076923,0.4318181818181818,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
MAIT,24,356,1.0,0.0056179775280898875,0.0111731843575419,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
NK,251,760,0.9945429740791268,0.9592105263157895,0.9765572672471534,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
NK_CD56bright,30,35,0.896551724137931,0.7428571428571429,0.8125,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
Treg,59,241,0.44,0.5933609958506224,0.5053003533568905,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
cDC2,125,135,1.0,0.6222222222222222,0.7671232876712328,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
gdT,71,59,0.08664259927797834,0.4067796610169492,0.14285714285714285,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B intermediate,66,68,0.6666666666666666,0.4117647058823529,0.509090909090909,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B memory,79,99,0.8275862068965517,0.7272727272727273,0.7741935483870968,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B naive,128,315,0.884180790960452,0.9936507936507937,0.9357249626307922,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD14 Mono,937,1237,0.9356321839080459,0.9870654810024252,0.96066089693155,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD16 Mono,131,103,0.98989898989899,0.9514563106796117,0.9702970297029703,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 Naive,378,795,0.8405639913232104,0.9748427672955975,0.9027373325567851,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 TCM,327,580,0.8086785009861933,0.7068965517241379,0.7543698252069917,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 TEM,272,281,0.4307116104868914,0.8185053380782918,0.5644171779141104,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 Naive,48,320,0.9525547445255474,0.815625,0.8787878787878788,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 TCM,34,77,0.5,0.19480519480519481,0.2803738317757009,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 TEM,147,246,0.7785467128027682,0.9146341463414634,0.8411214953271028,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
Eryth,86,144,0.8518518518518519,0.6388888888888888,0.7301587301587301,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
ILC,98,65,0.7777777777777778,0.2153846153846154,0.3373493975903614,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
MAIT,24,356,1.0,0.016853932584269662,0.03314917127071823,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
NK,251,760,0.9844155844155844,0.9973684210526316,0.9908496732026144,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
NK_CD56bright,30,35,0.9230769230769231,0.6857142857142857,0.7868852459016393,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
Treg,59,241,0.5882352941176471,0.5809128630705395,0.5845511482254697,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
cDC2,125,135,0.9906542056074766,0.7851851851851852,0.8760330578512396,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
gdT,71,59,0.08928571428571429,0.3389830508474576,0.1413427561837456,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B,274,493,0.9918864097363083,0.9918864097363083,0.9918864097363083,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
CD4 T,1079,1929,0.7586206896551724,0.9922239502332815,0.8598382749326146,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
CD8 T,236,653,0.8526645768025078,0.4165390505359878,0.5596707818930041,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
DC,151,165,1.0,0.6666666666666666,0.8,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
Mono,1068,1340,0.9271198318149965,0.9873134328358208,0.956270328876039,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
NK,290,812,0.9694749694749695,0.9778325123152709,0.9736358062538321,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
other,185,219,0.8360655737704918,0.4657534246575342,0.5982404692082112,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
other T,109,491,0.9273356401384083,0.5458248472505092,0.6871794871794872,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
B,274,493,0.9879275653923542,0.9959432048681541,0.9919191919191919,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
CD4 T,1079,1929,0.9014150943396226,0.9906687402799378,0.9439367745122252,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
CD8 T,236,653,0.8849144634525661,0.8713629402756509,0.8780864197530864,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
DC,151,165,1.0,0.7696969696969697,0.8698630136986302,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
Mono,1068,1340,0.9347368421052632,0.9940298507462687,0.9634719710669077,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
NK,290,812,0.9938195302843016,0.9901477832512315,0.9919802590993214,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
other,185,219,0.8947368421052632,0.4657534246575342,0.6126126126126126,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
other T,109,491,0.9237057220708447,0.6904276985743381,0.7902097902097902,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
