direction,model,model_seed,source_n,target_n,label_level,n_shared_classes,target_coverage,classifier,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_eval_source,n_eval_target,source_embedding_used,target_asw,target_knn_purity_15,target_leiden_ari,target_leiden_nmi,dataset_asw,latent_spaces_aligned_by
pbmc5k_to_pbmc10k,totalvi,3,3994,6855,l1,8,1.0,knn30,0.8684038020321206,0.7677390709334567,0.810409580487997,0.8532050315076165,3392,6102,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,logreg,0.7518443997317237,0.6224898553337893,0.6208253115953314,0.7237013395127404,3355,5964,adapted_model_post_adaptation,0.1437304317951202,0.7659455916093084,0.6686631824405306,0.7651751977838628,0.08838360756635666,scArches: source and target both encoded by the post-adaptation model
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,knn15,0.7025486250838363,0.5093008135547619,0.4944491683311617,0.6507663581125146,3355,5964,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l2,21,0.9773844641101278,knn30,0.6943326626425218,0.493310902704618,0.4807830257376544,0.6352249585810557,3355,5964,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,logreg,0.8101945003353455,0.6550385837838318,0.6596235270807813,0.7928843811792531,3355,5964,adapted_model_post_adaptation,0.1501454859972,0.7935321752430897,0.7337049778902527,0.7954972053245009,0.06678922474384308,scArches: source and target both encoded by the post-adaptation model
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,knn15,0.7466465459423206,0.5384301452408823,0.5475946857367754,0.7111269026275345,3355,5964,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l2,21,0.9773844641101278,knn30,0.7287055667337358,0.5094853652824648,0.5072967170842243,0.6789710367119277,3355,5964,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,logreg,0.8639790232710587,0.7555050367789224,0.803340194759937,0.8498045492059777,3392,6102,adapted_model_post_adaptation,0.2344598621129989,0.8746421938162352,0.5977952357628431,0.7165321864155593,0.08838360756635666,scArches: source and target both encoded by the post-adaptation model
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,knn15,0.8179285480170436,0.6931364635437847,0.7212837545842056,0.7837220052800409,3392,6102,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,scvi_matched,4,3994,6855,l1,8,1.0,knn30,0.8153064568993773,0.6853259678314766,0.7105649987259285,0.7774754812897742,3392,6102,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,logreg,0.9300229432972795,0.8460038265437606,0.8802600041089708,0.9251857767588917,3392,6102,adapted_model_post_adaptation,0.233532428741455,0.9023489566262428,0.6555629283757989,0.7661269458221062,0.06678922474384308,scArches: source and target both encoded by the post-adaptation model
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,knn15,0.852015732546706,0.7401630151269655,0.7785861662888811,0.8347685109899836,3392,6102,adapted_model_post_adaptation,,,,,,
pbmc5k_to_pbmc10k,totalvi,4,3994,6855,l1,8,1.0,knn30,0.845296624057686,0.7262441213995665,0.766070069739786,0.8239386039556658,3392,6102,adapted_model_post_adaptation,,,,,,
