true,predicted,normalized,direction,model,seed,label_level
Eryth,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD4 CTL,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD4 Naive,0.8862433862433863,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD4 Naive,0.1926605504587156,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD4 Naive,0.003676470588235294,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD4 Naive,0.041666666666666664,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD4 Naive,0.029411764705882353,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD4 Naive,0.030612244897959183,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD4 Naive,0.2033898305084746,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD4 Naive,0.7142857142857143,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD4 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD4 TCM,0.11375661375661375,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD4 TCM,0.709480122324159,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD4 TCM,0.11764705882352941,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD4 TCM,0.058823529411764705,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD4 TCM,0.40816326530612246,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD4 TCM,0.3559322033898305,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD4 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD4 TEM,0.8048780487804879,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD4 TEM,0.04892966360856269,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD4 TEM,0.8455882352941176,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD4 TEM,0.14705882352941177,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD4 TEM,0.061224489795918366,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD4 TEM,0.23469387755102042,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD4 TEM,0.08333333333333333,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD4 TEM,0.15254237288135594,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD4 TEM,0.028169014084507043,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD4 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD8 Naive,0.9583333333333334,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD8 Naive,0.17647058823529413,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD8 Naive,0.07142857142857142,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD8 Naive,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD8 TCM,0.011029411764705883,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD8 TCM,0.4411764705882353,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD8 TCM,0.05442176870748299,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD8 TCM,0.01020408163265306,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD8 TCM,0.028169014084507043,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD8 TCM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,CD8 TEM,0.04878048780487805,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,CD8 TEM,0.7687074829931972,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,CD8 TEM,0.01020408163265306,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,CD8 TEM,0.2112676056338028,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,CD8 TEM,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,Eryth,0.03058103975535168,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,Eryth,0.029411764705882353,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,Eryth,0.3953488372093023,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,Eryth,0.11224489795918367,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,Eryth,0.041666666666666664,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,Eryth,0.0847457627118644,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,Eryth,0.014084507042253521,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,Eryth,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,ILC,0.01529051987767584,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,ILC,0.029411764705882353,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,ILC,0.17346938775510204,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,ILC,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,MAIT,0.024390243902439025,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,MAIT,0.01838235294117647,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,MAIT,0.07482993197278912,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,MAIT,0.875,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,MAIT,0.16666666666666666,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,MAIT,0.39436619718309857,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,MAIT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,NK,0.034013605442176874,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,NK,0.9960159362549801,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,NK,0.2,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,NK,0.14084507042253522,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,NK,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,NK_CD56bright,0.00398406374501992,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,NK_CD56bright,0.6333333333333333,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,NK_CD56bright,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,Treg,0.0030581039755351682,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,Treg,0.2033898305084746,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,Treg,0.07142857142857142,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,Treg,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,cDC2,0.0010672358591248667,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,cDC2,0.888,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,cDC2,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 CTL,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 Naive,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TCM,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD4 TEM,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 Naive,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TCM,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD8 TEM,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Eryth,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
ILC,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
MAIT,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
NK_CD56bright,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
Treg,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
cDC2,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
dnT,dnT,0.14285714285714285,pbmc10k_to_pbmc5k,totalvi,2,l2
gdT,dnT,0.014084507042253521,pbmc10k_to_pbmc5k,totalvi,2,l2
pDC,dnT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B intermediate,gdT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B memory,gdT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
B naive,gdT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD14 Mono,gdT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
CD16 Mono,gdT,0.0,pbmc10k_to_pbmc5k,totalvi,2,l2
