true,predicted,normalized,direction,model,seed,label_level
CD8 T,other,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
DC,other,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
Mono,other,0.11641791044776119,pbmc5k_to_pbmc10k,totalvi,2,l1
NK,other,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
other,other,0.7534246575342466,pbmc5k_to_pbmc10k,totalvi,2,l1
other T,other,0.008146639511201629,pbmc5k_to_pbmc10k,totalvi,2,l1
B,other T,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
CD4 T,other T,0.006220839813374806,pbmc5k_to_pbmc10k,totalvi,2,l1
CD8 T,other T,0.12098009188361408,pbmc5k_to_pbmc10k,totalvi,2,l1
DC,other T,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
Mono,other T,0.0,pbmc5k_to_pbmc10k,totalvi,2,l1
NK,other T,0.008620689655172414,pbmc5k_to_pbmc10k,totalvi,2,l1
other,other T,0.0136986301369863,pbmc5k_to_pbmc10k,totalvi,2,l1
other T,other T,0.7739307535641547,pbmc5k_to_pbmc10k,totalvi,2,l1
B intermediate,B intermediate,0.5294117647058824,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,B intermediate,0.26262626262626265,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,B intermediate,0.012698412698412698,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,B intermediate,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,B memory,0.25,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,B memory,0.6666666666666666,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,B memory,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,B naive,0.22058823529411764,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,B naive,0.0707070707070707,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,B naive,0.9873015873015873,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,B naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD14 Mono,0.9765561843168957,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD14 Mono,0.038834951456310676,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD14 Mono,0.2569444444444444,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD14 Mono,0.24444444444444444,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD14 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD16 Mono,0.9611650485436893,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD16 Mono,0.007407407407407408,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD16 Mono,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD4 CTL,0.16666666666666666,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD4 CTL,0.014234875444839857,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD4 CTL,0.042134831460674156,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD4 CTL,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD4 Naive,0.9735849056603774,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD4 Naive,0.1,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD4 Naive,0.76875,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD4 Naive,0.14285714285714285,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD4 Naive,0.2821576763485477,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD4 Naive,0.1016949152542373,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD4 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD4 TCM,0.005031446540880503,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD4 TCM,0.6051724137931035,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD4 TCM,0.1494661921708185,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD4 TCM,0.16883116883116883,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD4 TCM,0.3384615384615385,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD4 TCM,0.04564315352697095,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD4 TCM,0.01694915254237288,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD4 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD4 TEM,0.04655172413793104,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD4 TEM,0.6619217081850534,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD4 TEM,0.24675324675324675,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD4 TEM,0.4,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD4 TEM,0.2556179775280899,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD4 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD8 Naive,0.0012578616352201257,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD8 Naive,0.21875,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD8 Naive,0.03896103896103896,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD8 Naive,0.0040650406504065045,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD8 Naive,0.06779661016949153,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD8 Naive,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD8 TCM,0.07792207792207792,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD8 TCM,0.032520325203252036,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD8 TCM,0.015384615384615385,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD8 TCM,0.0028089887640449437,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD8 TCM,0.06779661016949153,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD8 TCM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,CD8 TEM,0.75,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,CD8 TEM,0.10676156583629894,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,CD8 TEM,0.16883116883116883,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,CD8 TEM,0.8983739837398373,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,CD8 TEM,0.03076923076923077,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,CD8 TEM,0.3651685393258427,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,CD8 TEM,0.5084745762711864,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,CD8 TEM,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,Eryth,0.02263540824575586,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,Eryth,0.7430555555555556,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
pDC,Eryth,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B intermediate,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B memory,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
B naive,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD14 Mono,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD16 Mono,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 CTL,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 Naive,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TCM,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD4 TEM,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 Naive,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TCM,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
CD8 TEM,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Eryth,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
ILC,ILC,0.046153846153846156,pbmc5k_to_pbmc10k,scvi_matched,3,l2
MAIT,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
NK_CD56bright,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
Treg,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
cDC2,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
gdT,ILC,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2
