direction,label_level,n_seeds,scvi_matched_macro_f1_mean,scvi_matched_macro_f1_sd,totalvi_macro_f1_mean,totalvi_macro_f1_sd,delta_mean,delta_sd
pbmc10k_to_pbmc5k,l1,5,0.8205479313212214,0.0015701672864709604,0.8248116888769881,0.016878166033726143,0.00426375755576669,0.016135149783562702
pbmc10k_to_pbmc5k,l2,5,0.660624463750594,0.01571766360474432,0.652795975741918,0.014337174025571962,-0.007828488008675905,0.01723415216107022
pbmc5k_to_pbmc10k,l1,5,0.7618521285180193,0.04179268478079494,0.8592128225069666,0.04290610576479419,0.09736069398894723,0.03219770676292401
pbmc5k_to_pbmc10k,l2,5,0.6055662166979399,0.02795349576609817,0.6487918688986742,0.034154656238128266,0.04322565220073438,0.043507614665854
