table_block,experiment,model,n_seeds,macro_f1_mean,macro_f1_sd,accuracy_mean,balanced_accuracy_mean,error_prevalence_mean,error_auroc_mean,error_auprc_mean,latent_error_auroc_mean,nll_mean,brier_mean,ece_equal_frequency_mean,ece_equal_width_mean,full_aurc_mean,full_aurc_sd,note
pbmc_20seed_summary,PBMC_direction_A,scvi_matched,20,0.6556225306321046,0.017547741829175866,0.7938260611457405,0.6594455867817748,0.2061739388542594,0.8430741705575875,0.5227093647772716,0.5439162462962994,0.5669990758245133,0.28781431141960545,0.030596669273919203,0.03197269400133329,0.05909938298641302,0.005339873731201954,paurc/E-AURC need cell-level probs (not present locally for 11B)
pbmc_20seed_summary,PBMC_direction_A,totalvi,20,0.6523826130649477,0.0146268067389937,0.8136242208370437,0.65063154233469,0.18637577916295633,0.8510558483251259,0.5154199032952202,0.6694239925317614,0.5247768617954389,0.2637960617039028,0.023835718041713205,0.023831638783596808,0.050120973470756926,0.003347658029608454,paurc/E-AURC need cell-level probs (not present locally for 11B)
pbmc_20seed_summary,PBMC_direction_B,scvi_matched,20,0.6014870341974976,0.019538428032617017,0.7598759221998658,0.6106106475866996,0.24012407780013412,0.8545251373414855,0.61361200649968,0.4688354715479841,0.7472722132414719,0.3365972207472132,0.04094490284870962,0.03978118530938698,0.07105232471922399,0.007056903090853132,paurc/E-AURC need cell-level probs (not present locally for 11B)
pbmc_20seed_summary,PBMC_direction_B,totalvi,20,0.6539659703017383,0.02542912475862475,0.7865191146881287,0.6589565931478278,0.21348088531187118,0.8560030564285619,0.5691249357219358,0.6099123655965185,0.5684432854213678,0.29212936058973465,0.034618966555251554,0.03474869683614755,0.05999781013044782,0.013841756250347777,paurc/E-AURC need cell-level probs (not present locally for 11B)
