model,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,error_prevalence_mean,error_prevalence_std,error_auroc_mean,error_auroc_std,error_auprc_mean,error_auprc_std,latent_error_auroc_mean,latent_error_auroc_std,latent_error_auprc_mean,latent_error_auprc_std,nll_mean,nll_std,brier_mean,brier_std,ece_equal_frequency_mean,ece_equal_frequency_std,ece_equal_width_mean,ece_equal_width_std,full_aurc_mean,full_aurc_std,paurc_0.5_1.0_mean,paurc_0.5_1.0_std,e_aurc_mean,e_aurc_std,risk_100_mean,risk_100_std,risk_90_mean,risk_90_std,risk_80_mean,risk_80_std,risk_70_mean,risk_70_std,risk_60_mean,risk_60_std,risk_50_mean,risk_50_std
scvi_matched,0.7998201961469218,0.014915032452379975,0.7592563412158015,0.02562988571433191,0.7935137401355848,0.015850214485193834,0.2407436587841984,0.025629885714331942,0.8011960487278383,0.020138070403126204,0.5044705583103776,0.03005573631508704,0.6049427370706109,0.04886953241355935,0.30732241877153843,0.04376941582640624,0.5799089014530182,0.045918263880786354,0.32698500514030454,0.02742502450698813,0.029625519055533074,0.008950416901712513,0.02637389357139408,0.01012026905584325,0.08667285617657292,0.017853844720369806,0.157089454812023,0.027456469374594877,0.054494198866025745,0.010868243274288788,0.24074365878419843,0.025629885714331946,0.20528889324063432,0.028138086746478656,0.1726070324677766,0.029032620718836562,0.1414836068791829,0.028762465473353673,0.10832438548696204,0.027701634310027274,0.0754641102115108,0.025463374843428224
totalvi,0.8883042103541375,0.012198923168313908,0.8636044595384904,0.01761238781601572,0.8829926691007166,0.014514588490476373,0.13639554046150956,0.017612387816015762,0.8381371252952909,0.018223849645237745,0.43008100201191124,0.04611615594671197,0.6496995858977295,0.02635098173105509,0.20628633696770607,0.030655669387839087,0.3672758275270462,0.03338822561531578,0.2017385357618332,0.02002702320451174,0.030376144400661036,0.007414396604145834,0.031144885889690777,0.00783247955745176,0.03619139701601509,0.006908711513670198,0.06704365099101739,0.011867435944894745,0.026190747897600054,0.00468169241478728,0.13639554046150956,0.017612387816015755,0.09921966070156822,0.01718086673871521,0.07155699950091962,0.014259155940913613,0.050564944515247665,0.0118094984632181,0.03661614268079623,0.009937525718306342,0.024866902416842376,0.008459946976146639
