experiment,fold,model,seed,n_cells,macro_f1,accuracy,balanced_accuracy,error_prevalence,error_auroc,error_auprc,nll,brier,ece_equal_frequency,ece_equal_width,full_aurc,paurc_0.5_1.0,e_aurc,aurc_star_perfect_ranking,risk_100,risk_90,risk_80,risk_70,risk_60,risk_50,latent_error_auroc,latent_error_auprc,table_block,n_seeds,macro_f1_mean,macro_f1_sd,nll_mean,nll_sd,brier_mean,brier_sd,ece_equal_frequency_mean,ece_equal_frequency_sd,full_aurc_historical_column_mean,full_aurc_historical_column_sd,full_aurc_from_curve,paurc_0.5_1.0_from_curve,note,accuracy_mean,balanced_accuracy_mean,error_prevalence_mean,error_auroc_mean,error_auprc_mean,latent_error_auroc_mean,ece_equal_width_mean,full_aurc_mean,full_aurc_sd
Lawlor,0.0,totalvi,0.0,676.0,0.8999827781461401,0.8801775147928994,0.89879914713664,0.1198224852071005,0.7914928934536778,0.2969233640900701,0.3583381175994873,0.1969604045152664,0.0480360444304505,0.0563420360610329,0.0381216687310677,0.0698224258590814,0.0305491306484813,0.0075725380825863,0.1198224852071005,0.0970394736842105,0.0702402957486136,0.0507399577167019,0.0541871921182266,0.0355029585798816,0.6283846872082166,0.1607301359621659,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,1.0,676.0,0.898951125274653,0.8816568047337278,0.8997104617650203,0.1183431952662721,0.8019085570469798,0.3488741303619111,0.3479084372520447,0.1880684643983841,0.0431725655258054,0.033803990518553,0.0363216170244411,0.0655430215660536,0.0289377343151733,0.0073838827092677,0.1183431952662722,0.0838815789473684,0.0702402957486136,0.054968287526427,0.0394088669950738,0.0414201183431952,0.6145553691275167,0.1536078170058822,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,2.0,676.0,0.8915530005786229,0.871301775147929,0.890753834001133,0.128698224852071,0.8209706691645688,0.3647718643047236,0.3620631694793701,0.2005716860294342,0.023444314856501,0.019441143207296,0.0360584395980764,0.0673169902116064,0.0273016120534331,0.0087568275446433,0.128698224852071,0.0986842105263158,0.0720887245841035,0.054968287526427,0.0394088669950738,0.0266272189349112,0.6507230255839822,0.1968657078706525,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,3.0,676.0,0.8826231970792869,0.8624260355029586,0.8821033437298365,0.1375739644970414,0.8362935502314687,0.4176455841733531,0.3590792119503021,0.2034294307231903,0.0134620984806816,0.0133481919324609,0.0364231941774982,0.0689963467623595,0.0263916606455741,0.0100315335319241,0.1375739644970414,0.100328947368421,0.0720887245841035,0.0528541226215645,0.0394088669950738,0.0266272189349112,0.616923956546598,0.1786923563587958,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,4.0,676.0,0.8878437587321514,0.8668639053254438,0.8894563190963328,0.1331360946745562,0.8292567311338643,0.446827621848316,0.3612830340862274,0.1985106617212295,0.0209551794818167,0.0240788540896579,0.0369607597211045,0.0667868975588903,0.0275779389619691,0.0093828207591354,0.1331360946745562,0.09375,0.0739371534195934,0.0486257928118393,0.0394088669950738,0.029585798816568,0.6499431171786121,0.2021641452958229,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,5.0,676.0,0.8840671148695092,0.8624260355029586,0.8832426306134209,0.1375739644970414,0.8511407440196241,0.4862809520673493,0.3506797552108764,0.1943738758563995,0.0288777070108955,0.0220424493653534,0.0344791304841395,0.0637933889590279,0.0244475969522153,0.0100315335319241,0.1375739644970414,0.0904605263157894,0.0646950092421442,0.0507399577167019,0.0320197044334975,0.0236686390532544,0.7055644700197348,0.2395335973212107,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,6.0,676.0,0.8936713134445075,0.8727810650887574,0.8933705129351808,0.1272189349112426,0.8239258967284193,0.4323906979825944,0.3454238176345825,0.1914982050657272,0.0228841994288405,0.0270528411988675,0.0354930731527136,0.0658193953945637,0.0269398812571491,0.0085531918955644,0.1272189349112426,0.0921052631578946,0.0720887245841035,0.054968287526427,0.0394088669950738,0.0325443786982249,0.5748718959400867,0.1560456590635219,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,7.0,676.0,0.8903685447690376,0.8668639053254438,0.8902603590992104,0.1331360946745562,0.8311907470610542,0.4333792091373853,0.3581129908561706,0.1986288428306579,0.0315325335990747,0.0254647531188451,0.0364518114029787,0.0671060277199815,0.0270689906438433,0.0093828207591354,0.1331360946745562,0.09375,0.0683918669131238,0.054968287526427,0.0467980295566502,0.029585798816568,0.6315130830489192,0.2152107537004617,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,8.0,676.0,0.8894049513639841,0.8698224852071006,0.889340972205697,0.1301775147928994,0.8388991960420532,0.4846330750581723,0.3554181754589081,0.1909269541501999,0.0367140158040989,0.0326030182503384,0.0348059542565498,0.0626692762073409,0.0258429795349146,0.0089629747216352,0.1301775147928994,0.0855263157894736,0.0573012939001847,0.0422832980972516,0.0394088669950738,0.0355029585798816,0.7090677179962893,0.2258303390359075,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
Lawlor,0.0,totalvi,9.0,676.0,0.913582536242584,0.8964497041420119,0.9138560721622894,0.1035502958579881,0.7938236680810938,0.357327113903944,0.3310014605522156,0.1758019924163818,0.0535964486161632,0.0489503453821825,0.032471656268729,0.0584068904356066,0.0268384970686624,0.0056331592000665,0.1035502958579881,0.0723684210526315,0.0591497227356746,0.0591966173361522,0.0369458128078817,0.029585798816568,0.6134370579915134,0.127127920323867,lawlor_run_level,,,,,,,,,,,,,,,,,,,,,,,
