direction,model,model_seed,scheme,bin,bin_lower,bin_upper,n_cells,mean_confidence,empirical_accuracy,gap
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,9,0.953253674507141,0.9731825788815816,225,0.9637841582298279,0.9422222222222222,-0.021561936007605698
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,10,0.9731825788815816,0.9854834000269571,224,0.979972779750824,0.9866071428571429,0.00663436310631893
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,11,0.9854834000269571,0.9915487408638001,225,0.9889039397239685,0.9644444444444444,-0.02445949527952407
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,12,0.9915487408638001,0.9955756266911825,224,0.9936100840568542,0.9910714285714286,-0.002538655485425645
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,13,0.9955756266911825,0.9982103268305461,225,0.9968662261962891,0.9955555555555555,-0.0013106706407335356
pbmc10k_to_pbmc5k,totalvi,1,equal_frequency,14,0.9982103268305461,0.9999972581863403,225,0.9994076490402222,1.0,0.000592350959777832
pbmc10k_to_pbmc5k,totalvi,1,equal_width,3,0.2,0.26666666666666666,1,0.2627721130847931,0.0,-0.2627721130847931
pbmc10k_to_pbmc5k,totalvi,1,equal_width,4,0.26666666666666666,0.3333333333333333,14,0.303782194852829,0.21428571428571427,-0.0894964805671147
pbmc10k_to_pbmc5k,totalvi,1,equal_width,5,0.3333333333333333,0.4,38,0.3741246461868286,0.2631578947368421,-0.11096675144998652
pbmc10k_to_pbmc5k,totalvi,1,equal_width,6,0.4,0.4666666666666667,60,0.43793877959251404,0.4166666666666667,-0.021272112925847353
pbmc10k_to_pbmc5k,totalvi,1,equal_width,7,0.4666666666666667,0.5333333333333333,142,0.503524124622345,0.4859154929577465,-0.017608631664598473
pbmc10k_to_pbmc5k,totalvi,1,equal_width,8,0.5333333333333333,0.6,193,0.5698995590209961,0.533678756476684,-0.03622080254431215
pbmc10k_to_pbmc5k,totalvi,1,equal_width,9,0.6,0.6666666666666666,204,0.6334050297737122,0.5931372549019608,-0.04026777487175137
pbmc10k_to_pbmc5k,totalvi,1,equal_width,10,0.6666666666666666,0.7333333333333333,209,0.6986198425292969,0.6746411483253588,-0.023978694203938056
pbmc10k_to_pbmc5k,totalvi,1,equal_width,11,0.7333333333333333,0.8,251,0.769148588180542,0.7290836653386454,-0.040064922841896555
pbmc10k_to_pbmc5k,totalvi,1,equal_width,12,0.8,0.8666666666666667,311,0.8347461223602295,0.7909967845659164,-0.043749337794313115
pbmc10k_to_pbmc5k,totalvi,1,equal_width,13,0.8666666666666667,0.9333333333333333,433,0.9004750847816467,0.8660508083140878,-0.03442427646755897
pbmc10k_to_pbmc5k,totalvi,1,equal_width,14,0.9333333333333333,1.0,1513,0.9822559952735901,0.9735624586913417,-0.008693536582248362
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,0,0.22086162865161896,0.4820403516292572,225,0.40838727355003357,0.48444444444444446,0.07605717089441089
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,1,0.4820403516292572,0.5630411267280578,225,0.5243304967880249,0.49333333333333335,-0.030997163454691556
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,2,0.5630411267280578,0.6355031371116638,224,0.599481999874115,0.5758928571428571,-0.023589142731257895
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,3,0.6355031371116638,0.7004172444343567,225,0.6704339385032654,0.6755555555555556,0.005121617052290195
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,4,0.7004172444343567,0.7658113638559977,224,0.7319010496139526,0.7455357142857143,0.013634664671761665
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,5,0.7658113638559977,0.8260428428649902,225,0.797156572341919,0.7688888888888888,-0.0282676834530301
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,6,0.8260428428649902,0.8769916772842408,224,0.8514894843101501,0.8258928571428571,-0.02559662716729305
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,7,0.8769916772842408,0.9196699341138204,225,0.8975602388381958,0.8488888888888889,-0.048671349949306886
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,8,0.9196699341138204,0.9577113151550293,224,0.9394716620445251,0.8928571428571429,-0.04661451918738224
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,9,0.9577113151550293,0.9801210363705953,225,0.9700832366943359,0.9733333333333334,0.003250096638997446
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,10,0.9801210363705953,0.9899469455083211,224,0.9854369759559631,0.9910714285714286,0.005634452615465468
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,11,0.9899469455083211,0.9959563374519348,225,0.9935820698738098,0.9911111111111112,-0.0024709587626986496
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,12,0.9959563374519348,0.9979154229164123,224,0.9970258474349976,1.0,0.0029741525650024414
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,13,0.9979154229164123,0.9989584525426228,225,0.9984773993492126,1.0,0.0015226006507873535
pbmc10k_to_pbmc5k,totalvi,2,equal_frequency,14,0.9989584525426228,0.9999871253967285,225,0.9994106888771057,1.0,0.0005893111228942871
pbmc10k_to_pbmc5k,totalvi,2,equal_width,3,0.2,0.26666666666666666,4,0.23233439028263092,0.5,0.2676656097173691
pbmc10k_to_pbmc5k,totalvi,2,equal_width,4,0.26666666666666666,0.3333333333333333,29,0.3078268766403198,0.4482758620689655,0.1404489854286457
pbmc10k_to_pbmc5k,totalvi,2,equal_width,5,0.3333333333333333,0.4,51,0.3694588541984558,0.49019607843137253,0.12073722423291672
pbmc10k_to_pbmc5k,totalvi,2,equal_width,6,0.4,0.4666666666666667,109,0.44010570645332336,0.48623853211009177,0.046132825656768406
pbmc10k_to_pbmc5k,totalvi,2,equal_width,7,0.4666666666666667,0.5333333333333333,171,0.5025066137313843,0.5146198830409356,0.012113269309551367
pbmc10k_to_pbmc5k,totalvi,2,equal_width,8,0.5333333333333333,0.6,202,0.5680076479911804,0.504950495049505,-0.06305715294167547
pbmc10k_to_pbmc5k,totalvi,2,equal_width,9,0.6,0.6666666666666666,201,0.6333501935005188,0.6417910447761194,0.00844085127560057
pbmc10k_to_pbmc5k,totalvi,2,equal_width,10,0.6666666666666666,0.7333333333333333,245,0.6989716291427612,0.6775510204081633,-0.021420608734597946
pbmc10k_to_pbmc5k,totalvi,2,equal_width,11,0.7333333333333333,0.8,235,0.7673811316490173,0.7829787234042553,0.015597591755238005
pbmc10k_to_pbmc5k,totalvi,2,equal_width,12,0.8,0.8666666666666667,279,0.8341054320335388,0.8207885304659498,-0.013316901567589023
pbmc10k_to_pbmc5k,totalvi,2,equal_width,13,0.8666666666666667,0.9333333333333333,342,0.9000096917152405,0.847953216374269,-0.052056475340971464
pbmc10k_to_pbmc5k,totalvi,2,equal_width,14,0.9333333333333333,1.0,1501,0.986079752445221,0.9820119920053297,-0.00406776043989121
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,0,0.25179481506347656,0.5029863754908244,225,0.4363424777984619,0.39555555555555555,-0.040786922242906365
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,1,0.5029863754908244,0.5908972303072612,225,0.5490754246711731,0.5155555555555555,-0.03351986911561755
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,2,0.5908972303072612,0.6643519163131714,224,0.6280520558357239,0.6160714285714286,-0.011980627264295274
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,3,0.6643519163131714,0.7253574887911479,225,0.6950401663780212,0.6711111111111111,-0.023929055266910138
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,4,0.7253574887911479,0.7914084196090698,224,0.7582950592041016,0.65625,-0.10204505920410156
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,5,0.7914084196090698,0.8505862355232239,225,0.8213898539543152,0.7688888888888888,-0.05250096506542634
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,6,0.8505862355232239,0.8931552131970724,224,0.8729322552680969,0.8392857142857143,-0.03364654098238262
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,7,0.8931552131970724,0.9258176763852437,225,0.9095678925514221,0.8888888888888888,-0.02067900366253328
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,8,0.9258176763852437,0.9530073642730713,224,0.9401026964187622,0.9330357142857143,-0.0070669821330479055
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,9,0.9530073642730713,0.9745351870854696,225,0.964975118637085,0.96,-0.0049751186370849965
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,10,0.9745351870854696,0.9871562957763672,224,0.9813750982284546,1.0,0.01862490177154541
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,11,0.9871562957763672,0.9933056831359863,225,0.9906041026115417,0.9911111111111112,0.0005070084995694168
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,12,0.9933056831359863,0.9964850982030232,224,0.9950934052467346,0.9955357142857143,0.00044230903897968243
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,13,0.9964850982030232,0.9987272143363952,225,0.9976069927215576,1.0,0.002393007278442383
pbmc10k_to_pbmc5k,totalvi,3,equal_frequency,14,0.9987272143363952,0.9999972581863403,225,0.9995033740997314,0.9955555555555555,-0.003947818544175918
pbmc10k_to_pbmc5k,totalvi,3,equal_width,3,0.2,0.26666666666666666,1,0.25179481506347656,0.0,-0.25179481506347656
pbmc10k_to_pbmc5k,totalvi,3,equal_width,4,0.26666666666666666,0.3333333333333333,11,0.3154015839099884,0.36363636363636365,0.04823477972637524
pbmc10k_to_pbmc5k,totalvi,3,equal_width,5,0.3333333333333333,0.4,45,0.3706483244895935,0.3333333333333333,-0.03731499115626019
pbmc10k_to_pbmc5k,totalvi,3,equal_width,6,0.4,0.4666666666666667,83,0.4393211603164673,0.39759036144578314,-0.04173079887068415
pbmc10k_to_pbmc5k,totalvi,3,equal_width,7,0.4666666666666667,0.5333333333333333,156,0.5008642673492432,0.4807692307692308,-0.020095036580012382
pbmc10k_to_pbmc5k,totalvi,3,equal_width,8,0.5333333333333333,0.6,186,0.5687169432640076,0.5053763440860215,-0.06334059917798607
pbmc10k_to_pbmc5k,totalvi,3,equal_width,9,0.6,0.6666666666666666,199,0.6345796585083008,0.6331658291457286,-0.001413829362572172
pbmc10k_to_pbmc5k,totalvi,3,equal_width,10,0.6666666666666666,0.7333333333333333,250,0.7002484202384949,0.664,-0.03624842023849484
pbmc10k_to_pbmc5k,totalvi,3,equal_width,11,0.7333333333333333,0.8,221,0.7672472596168518,0.669683257918552,-0.09756400169829982
pbmc10k_to_pbmc5k,totalvi,3,equal_width,12,0.8,0.8666666666666667,279,0.8353281617164612,0.7992831541218638,-0.03604500759459739
pbmc10k_to_pbmc5k,totalvi,3,equal_width,13,0.8666666666666667,0.9333333333333333,416,0.9023916721343994,0.8798076923076923,-0.022583979826707123
pbmc10k_to_pbmc5k,totalvi,3,equal_width,14,0.9333333333333333,1.0,1522,0.9830338358879089,0.9829172141918529,-0.00011662169605608508
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,0,0.2052253782749176,0.47561713457107546,225,0.3963511288166046,0.38222222222222224,-0.014128906594382373
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,1,0.47561713457107546,0.5454254190127055,225,0.5122475028038025,0.52,0.0077524971961975275
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,2,0.5454254190127055,0.6160552859306335,224,0.582323431968689,0.5669642857142857,-0.015359146254403266
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,3,0.6160552859306335,0.6835051059722901,225,0.6507012844085693,0.6222222222222222,-0.028479062186347104
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,4,0.6835051059722901,0.7547222773234049,224,0.71905118227005,0.6875,-0.03155118227005005
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,5,0.7547222773234049,0.8130313277244567,225,0.7842413783073425,0.7466666666666667,-0.03757471164067583
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,6,0.8130313277244567,0.8612932284673055,224,0.8372591733932495,0.7991071428571429,-0.03815203053610661
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,7,0.8612932284673055,0.9084742387135823,225,0.884139358997345,0.8755555555555555,-0.00858380344178944
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,8,0.9084742387135823,0.9508559465408325,224,0.9304938912391663,0.90625,-0.02424389123916626
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,9,0.9508559465408325,0.9787935217221577,225,0.9672737717628479,0.9644444444444444,-0.002829327318403463
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,10,0.9787935217221577,0.9902733524640401,224,0.9854459762573242,0.9866071428571429,0.001161166599818686
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,11,0.9902733524640401,0.9949728131294251,225,0.9928781390190125,1.0,0.007121860980987549
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,12,0.9949728131294251,0.9969968716303508,224,0.9960498809814453,0.9955357142857143,-0.0005141666957310109
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,13,0.9969968716303508,0.998417075475057,225,0.9977608323097229,0.9955555555555555,-0.0022052767541673735
pbmc10k_to_pbmc5k,totalvi,4,equal_frequency,14,0.998417075475057,0.9999960660934448,225,0.9992233514785767,1.0,0.0007766485214233398
pbmc10k_to_pbmc5k,totalvi,4,equal_width,3,0.2,0.26666666666666666,5,0.2458488643169403,0.0,-0.2458488643169403
pbmc10k_to_pbmc5k,totalvi,4,equal_width,4,0.26666666666666666,0.3333333333333333,35,0.29896649718284607,0.42857142857142855,0.12960493138858248
pbmc10k_to_pbmc5k,totalvi,4,equal_width,5,0.3333333333333333,0.4,60,0.36777812242507935,0.31666666666666665,-0.051111455758412694
pbmc10k_to_pbmc5k,totalvi,4,equal_width,6,0.4,0.4666666666666667,103,0.43726685643196106,0.39805825242718446,-0.039208604004776604
pbmc10k_to_pbmc5k,totalvi,4,equal_width,7,0.4666666666666667,0.5333333333333333,206,0.5024341940879822,0.5,-0.0024341940879821777
pbmc10k_to_pbmc5k,totalvi,4,equal_width,8,0.5333333333333333,0.6,204,0.5659801363945007,0.5392156862745098,-0.026764450119990957
pbmc10k_to_pbmc5k,totalvi,4,equal_width,9,0.6,0.6666666666666666,229,0.6331652402877808,0.6026200873362445,-0.03054515295153626
pbmc10k_to_pbmc5k,totalvi,4,equal_width,10,0.6666666666666666,0.7333333333333333,210,0.6988654732704163,0.7142857142857143,0.015420241015298042
pbmc10k_to_pbmc5k,totalvi,4,equal_width,11,0.7333333333333333,0.8,251,0.76898193359375,0.7370517928286853,-0.03193014076506473
pbmc10k_to_pbmc5k,totalvi,4,equal_width,12,0.8,0.8666666666666667,302,0.8354809284210205,0.7847682119205298,-0.050712716500490695
pbmc10k_to_pbmc5k,totalvi,4,equal_width,13,0.8666666666666667,0.9333333333333333,310,0.9000036716461182,0.896774193548387,-0.003229478097731109
pbmc10k_to_pbmc5k,totalvi,4,equal_width,14,0.9333333333333333,1.0,1454,0.9862973093986511,0.9834938101788171,-0.002803499219834027
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,0,0.22892647981643677,0.43726946314175924,398,0.36565709114074707,0.2964824120603015,-0.06917467908044556
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,1,0.43726946314175924,0.5163068095842998,398,0.47909340262413025,0.43467336683417085,-0.0444200357899594
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,2,0.5163068095842998,0.5778949379920959,397,0.5458239316940308,0.5062972292191436,-0.03952670247488721
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,3,0.5778949379920959,0.6449666182200113,398,0.6127737760543823,0.6055276381909548,-0.0072461378634275375
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,4,0.6449666182200113,0.7100961208343506,397,0.6765814423561096,0.6448362720403022,-0.03174517031580737
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,5,0.7100961208343506,0.7724520683288576,398,0.7415748238563538,0.7336683417085427,-0.00790648214781109
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,6,0.7724520683288576,0.8370524088541668,397,0.804531455039978,0.8085642317380353,0.004032776698057239
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,7,0.8370524088541668,0.8917967160542806,398,0.8659198880195618,0.8341708542713567,-0.031749033748205036
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,8,0.8917967160542806,0.9330059647560119,397,0.9138075709342957,0.9269521410579346,0.013144570123638899
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,9,0.9330059647560119,0.961159865061442,398,0.9478003978729248,0.9547738693467337,0.00697347147380889
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,10,0.961159865061442,0.9769962191581726,397,0.9695989489555359,0.9848866498740554,0.015287700918519498
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,11,0.9769962191581726,0.9865814924240113,398,0.98200523853302,0.9899497487437185,0.00794451021069853
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,12,0.9865814924240113,0.9924032171567281,397,0.9896045923233032,0.9974811083123426,0.007876515989039379
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,13,0.9924032171567281,0.9964921752611796,398,0.9946295022964478,1.0,0.005370497703552246
pbmc5k_to_pbmc10k,scvi_matched,0,equal_frequency,14,0.9964921752611796,0.9999948740005493,398,0.9982460737228394,1.0,0.0017539262771606445
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,3,0.2,0.26666666666666666,15,0.25425463914871216,0.0,-0.25425463914871216
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,4,0.26666666666666666,0.3333333333333333,93,0.3046608865261078,0.21505376344086022,-0.08960712308524757
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,5,0.3333333333333333,0.4,166,0.37001001834869385,0.2891566265060241,-0.08085339184266976
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,6,0.4,0.4666666666666667,261,0.43655627965927124,0.38697318007662834,-0.0495830995826429
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,7,0.4666666666666667,0.5333333333333333,380,0.5027093291282654,0.48157894736842105,-0.02113038175984433
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,8,0.5333333333333333,0.6,402,0.5658818483352661,0.5422885572139303,-0.02359329112133579
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,9,0.6,0.6666666666666666,415,0.6341121792793274,0.6168674698795181,-0.017244709399809266
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,10,0.6666666666666666,0.7333333333333333,401,0.7002712488174438,0.6633416458852868,-0.03692960293215708
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,11,0.7333333333333333,0.8,432,0.7668802738189697,0.7685185185185185,0.0016382446995487632
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,12,0.8,0.8666666666666667,423,0.8357183337211609,0.8132387706855791,-0.02247956303558174
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,13,0.8666666666666667,0.9333333333333333,596,0.9029558300971985,0.9060402684563759,0.003084438359177377
pbmc5k_to_pbmc10k,scvi_matched,0,equal_width,14,0.9333333333333333,1.0,2380,0.9804335832595825,0.9878151260504202,0.007381542790837692
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,0,0.20130391418933868,0.4424935837586721,398,0.3808863162994385,0.3241206030150754,-0.056765713284363084
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,1,0.4424935837586721,0.5200835386912028,398,0.4826333224773407,0.38190954773869346,-0.10072377473864724
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,2,0.5200835386912028,0.5824809670448303,397,0.5509493947029114,0.5062972292191436,-0.044652165483767825
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,3,0.5824809670448303,0.6480891346931458,398,0.615912139415741,0.5,-0.11591213941574097
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,4,0.6480891346931458,0.7175584236780802,397,0.6819086074829102,0.6045340050377834,-0.07737460244512673
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,5,0.7175584236780802,0.7761694550514222,398,0.7462987899780273,0.635678391959799,-0.11062039801822832
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,6,0.7761694550514222,0.8320837100346883,397,0.8048045039176941,0.7128463476070529,-0.09195815631064119
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,7,0.8320837100346883,0.8844416618347168,398,0.8584151268005371,0.7814070351758794,-0.07700809162465772
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,8,0.8844416618347168,0.9267307519912719,397,0.906004786491394,0.8866498740554156,-0.019354912435978422
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,9,0.9267307519912719,0.9565602342287699,398,0.9422128200531006,0.9597989949748744,0.017586174921773834
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,10,0.9565602342287699,0.9752451221148173,397,0.9668950438499451,0.9798488664987406,0.012953822648795521
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,11,0.9752451221148173,0.985824453830719,398,0.981144905090332,0.992462311557789,0.011317406467456936
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,12,0.985824453830719,0.9920784831047058,398,0.9893421530723572,0.992462311557789,0.00312015848543179
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,13,0.9920784831047058,0.9959759950637818,397,0.9941607117652893,0.9924433249370277,-0.0017173868282616134
pbmc5k_to_pbmc10k,scvi_matched,1,equal_frequency,14,0.9959759950637818,0.9999964237213135,398,0.9979820847511292,1.0,0.0020179152488708496
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,3,0.2,0.26666666666666666,8,0.23738446831703186,0.125,-0.11238446831703186
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,4,0.26666666666666666,0.3333333333333333,57,0.3050365746021271,0.24561403508771928,-0.05942253951440779
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,5,0.3333333333333333,0.4,157,0.3687435984611511,0.28662420382165604,-0.08211939463949508
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,6,0.4,0.4666666666666667,296,0.43599700927734375,0.36824324324324326,-0.0677537660341005
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,7,0.4666666666666667,0.5333333333333333,365,0.5020973682403564,0.43561643835616437,-0.06648092988419207
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,8,0.5333333333333333,0.6,409,0.5659448504447937,0.5012224938875306,-0.0647223565572631
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,9,0.6,0.6666666666666666,410,0.6331039667129517,0.5097560975609756,-0.12334786915197604
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,10,0.6666666666666666,0.7333333333333333,399,0.7010104656219482,0.6265664160401002,-0.07444404958184803
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,11,0.7333333333333333,0.8,451,0.7668439149856567,0.6541019955654102,-0.11274191942024658
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,12,0.8,0.8666666666666667,491,0.8342381715774536,0.7474541751527495,-0.08678399642470414
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,13,0.8666666666666667,0.9333333333333333,611,0.9019723534584045,0.8772504091653028,-0.024721944293101705
pbmc5k_to_pbmc10k,scvi_matched,1,equal_width,14,0.9333333333333333,1.0,2310,0.9802194237709045,0.9883116883116884,0.008092264540783822
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,0,0.2509235143661499,0.4615252614021301,398,0.39994388818740845,0.30402010050251255,-0.0959237876848959
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,1,0.4615252614021301,0.5285256425539653,398,0.49713897705078125,0.4798994974874372,-0.01723947956334404
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,2,0.5285256425539653,0.5899535417556763,397,0.5587137341499329,0.5062972292191436,-0.05241650493078931
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,3,0.5899535417556763,0.6454750974973043,398,0.618253767490387,0.5577889447236181,-0.0604648227667689
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,4,0.6454750974973043,0.7070889472961426,397,0.6752992868423462,0.6372795969773299,-0.03801968986501625
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,5,0.7070889472961426,0.7703014254570009,398,0.7375383377075195,0.7185929648241206,-0.018945372883398925
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,6,0.7703014254570009,0.8244582017262777,397,0.7976776957511902,0.8161209068010076,0.018443211049817387
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,7,0.8244582017262777,0.8765101869901021,398,0.8522777557373047,0.8618090452261307,0.009531289488825978
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,8,0.8765101869901021,0.9161083459854126,397,0.8976368308067322,0.9017632241813602,0.004126393374628057
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,9,0.9161083459854126,0.9477280179659525,398,0.9332420825958252,0.9422110552763819,0.008968972680556742
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,10,0.9477280179659525,0.9671300848325094,397,0.9578539729118347,0.9697732997481109,0.011919326836276167
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,11,0.9671300848325094,0.9809808135032654,398,0.9748463034629822,0.992462311557789,0.01761600809480679
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,12,0.9809808135032654,0.9895050644874572,397,0.9855379462242126,0.9924433249370277,0.006905378712815047
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,13,0.9895050644874572,0.9961811184883118,398,0.9931769967079163,0.9974874371859297,0.004310440478013433
pbmc5k_to_pbmc10k,scvi_matched,2,equal_frequency,14,0.9961811184883118,0.9999960660934448,398,0.9983074069023132,1.0,0.0016925930976867676
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,3,0.2,0.26666666666666666,5,0.2565721869468689,0.0,-0.2565721869468689
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,4,0.26666666666666666,0.3333333333333333,35,0.31260257959365845,0.2,-0.11260257959365844
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,5,0.3333333333333333,0.4,132,0.37327325344085693,0.2727272727272727,-0.10054598071358423
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,6,0.4,0.4666666666666667,254,0.4357377886772156,0.37401574803149606,-0.06172204064571951
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,7,0.4666666666666667,0.5333333333333333,405,0.5023559331893921,0.47901234567901235,-0.023343587510379737
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,8,0.5333333333333333,0.6,431,0.5667822957038879,0.4988399071925754,-0.06794238851131251
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,9,0.6,0.6666666666666666,471,0.6329407095909119,0.5626326963906582,-0.0703080132002537
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,10,0.6666666666666666,0.7333333333333333,435,0.7004042267799377,0.6942528735632184,-0.006151353216719335
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,11,0.7333333333333333,0.8,437,0.7686985731124878,0.7665903890160183,-0.002108184096469512
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,12,0.8,0.8666666666666667,482,0.8338397741317749,0.8381742738589212,0.004334499727146279
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,13,0.8666666666666667,0.9333333333333333,685,0.9017531871795654,0.9138686131386862,0.01211542595912074
pbmc5k_to_pbmc10k,scvi_matched,2,equal_width,14,0.9333333333333333,1.0,2192,0.9781549572944641,0.9872262773722628,0.00907132007779865
