condition,direction,subsample_seed,model_seed,model,source_n,target_n,label_level,evaluation_class_set,n_classes,target_coverage,classifier,accuracy,balanced_accuracy,macro_f1,weighted_f1,neighbor_agreement_k15,neighbor_agreement_k30,neighbor_agreement_k50,source_training_epochs,query_adaptation_epochs,source_runtime,query_runtime,gpu_peak_allocated_mb,gpu_peak_reserved_mb,process_peak_rss_mb,source_latent_drift,target_asw,target_knn_purity_15
original_A,pbmc10k_to_pbmc5k,,1,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7733211789729566,0.6107097080129961,0.607871085183835,0.7459094102294798,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,1,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7645092676997873,0.5956225712031875,0.5874058320646961,0.7344483231553138,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,logreg,0.823761774536615,0.7137899319457683,0.7112941926911817,0.8116884345191743,0.7128532360984503,0.6984604476856073,0.6821452446065027,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7797022181707688,0.6329296461814402,0.6268554466793711,0.7591189146307323,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7714980249164388,0.6187211578796807,0.6109614805182999,0.7470125186032378,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,totalvi,6855,3994,l2,common,19,0.9702240566037735,logreg,0.8255849285931328,0.6890564020724074,0.6898733587529157,0.8107785756201317,0.7183834700698876,0.7009520915628482,0.6834639927073838,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7727134609541173,0.6158325083690079,0.6036953502057177,0.750250767996981,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,2,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7620783956244302,0.6001761893303725,0.5854228603901841,0.7368857708648247,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,logreg,0.8164691583105439,0.7247750054320187,0.7161637643685289,0.8109798561247411,0.7112731692494683,0.6963030487187278,0.6794469766028561,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7891218474627772,0.6438012210234029,0.6302511913171244,0.7682691276557538,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn30,0.790945001519295,0.6400015899494257,0.6259471665375935,0.766746291335791,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,totalvi,6855,3994,l2,common,19,0.9702240566037735,logreg,0.8258887876025525,0.6763106178135743,0.676006376128717,0.8048151669379683,0.7310240048617442,0.7149194773625038,0.6987541780613796,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7903372835004557,0.6246606454000451,0.622729598453405,0.7661852254206487,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,3,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7809176542084473,0.6027426893185014,0.599579275103487,0.7525272384282283,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,logreg,0.8061379519902765,0.7011687580501829,0.6965294803515348,0.8006847927515335,0.7083358654917451,0.6925351970019246,0.6773260407171072,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7596475235490733,0.6173165252220358,0.5947628501579031,0.7395054285078582,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,scvi_matched,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7520510483135825,0.5934053711060242,0.5635037855100471,0.7250375201881216,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,totalvi,6855,3994,l2,common,19,0.9702240566037735,logreg,0.8167730173199635,0.6902810024806211,0.7012510416590229,0.8069951237030988,0.725432999088423,0.7059556365846248,0.6877484047402006,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn15,0.7897295654816165,0.6304953589006692,0.6228782983192174,0.7687709832691384,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,4,totalvi,6855,3994,l2,common,19,0.9702240566037735,knn30,0.7769674870859921,0.6107128104812386,0.5992486143078523,0.7526996545126262,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,scvi_matched,6855,3994,l1,common,8,1.0,logreg,0.9080188679245284,0.8034579835704304,0.8187354356380466,0.8977314630585697,0.838187893081761,0.8254716981132075,0.8126650943396228,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,scvi_matched,6855,3994,l1,common,8,1.0,knn15,0.8894457547169812,0.7621611442879752,0.7846907351730235,0.8750832549476922,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,scvi_matched,6855,3994,l1,common,8,1.0,knn30,0.8788325471698113,0.7331084374504377,0.7585897663118891,0.8612653389871266,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,totalvi,6855,3994,l1,common,8,1.0,logreg,0.9174528301886793,0.8167468482052083,0.8340232483945942,0.9103060337249789,0.8384630503144654,0.8256977201257862,0.8107959905660378,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,totalvi,6855,3994,l1,common,8,1.0,knn15,0.8891509433962265,0.7720087516422827,0.7827774483707177,0.8771601506663228,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,0,totalvi,6855,3994,l1,common,8,1.0,knn30,0.8859080188679245,0.7606888430809445,0.7713555715072677,0.8717600474820343,,,,,,,,,,,,,
original_A,pbmc10k_to_pbmc5k,,1,scvi_matched,6855,3994,l1,common,8,1.0,logreg,0.9041863207547169,0.820786060150365,0.8220476111414841,0.8987916178425484,0.834748427672956,0.8231623427672957,0.8119044811320756,,,,,,,,,,
