label_level,n_common_classes,original_A_scVI,original_A_totalVI,original_A_delta,original_A_delta_sd,original_A_modelseed0_scVI,original_A_modelseed0_totalVI,original_A_modelseed0_delta,size_matched_A_scVI_mean,size_matched_A_scVI_SD,size_matched_A_totalVI_mean,size_matched_A_totalVI_SD,size_matched_A_delta_mean,size_matched_A_delta_SD,original_B_scVI,original_B_totalVI,original_B_delta,original_B_delta_sd,delta_size_effect,delta_size_effect_vs_modelseed0,scvi_size_effect,totalvi_size_effect,scvi_degrades_more_than_totalvi
l2,19,0.6958836443733692,0.686532407383643,-0.009351236989726286,0.021170114239864764,0.6785628388409383,0.6770880400607693,-0.0014747987801689844,0.6321276811388137,0.014199814764338146,0.642490270005068,0.022316353920399563,0.010362588866254453,0.025792647056661303,0.6111189695865102,0.6637158931483635,0.05259692356185337,0.05487499874010938,0.01971382585598074,0.011837387646423437,-0.06375596323455557,-0.044042137378574986,True
l1,8,0.8205479313212214,0.8248116888769881,0.00426375755576669,0.016135149783562702,0.8187354356380466,0.8340232483945942,0.015287812756547559,0.8070567037283203,0.00686117729144262,0.7939381085279698,0.04102885870847985,-0.013118595200350613,0.03987867280513406,0.7618521285180194,0.8592128225069666,0.09736069398894723,0.03219770676292401,-0.017382352756117304,-0.028406407956898173,-0.013491227592901112,-0.030873580349018326,False
