model,source_subset_seed,model_seed,replicate,run_replicate_seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,error_auroc,error_auprc,error_prevalence,nll,brier,ece,aurc,n_source_eval,n_target_eval
totalvi,3,1,0,,0.794251134644478,0.5977260626593421,0.5891825898622872,0.7710112619446597,0.8409649859943977,0.519453967322536,0.20574886535552195,0.5841847429347509,0.28753330973908886,0.03528347045138095,0.06080698780379014,3500,3305
totalvi,3,1,1,91031.0,0.8087745839636914,0.6366076254638411,0.6149900937758752,0.7874721658511463,0.8388828510136526,0.5026072025330951,0.19122541603630863,0.5642992507826216,0.27476718422109486,0.016498026716186127,0.0551661737828505,3500,3305
totalvi,3,2,0,,0.8006051437216339,0.6379902248445015,0.616265422728915,0.7759683628461371,0.84953209069836,0.5363483728128762,0.19939485627836612,0.5788283447843225,0.2832419986843025,0.027524137632208408,0.05468252085652548,3500,3305
totalvi,3,2,1,91032.0,0.7875945537065053,0.6141652969717583,0.589659289386697,0.7699676226101925,0.8360176128136175,0.5355878258152492,0.2124054462934947,0.5988998606908992,0.3004897010080709,0.027750987644094567,0.06350610782604181,3500,3305
totalvi,3,3,0,,0.8081694402420575,0.6346927754771887,0.6285790744648574,0.785003405854367,0.8365302282844007,0.5042098945229021,0.1918305597579425,0.5656993876195927,0.2767259211558999,0.019391451120015894,0.055925811151297224,3500,3305
totalvi,3,3,1,91033.0,0.8090771558245083,0.627626801596689,0.6327252419556844,0.7883907042915121,0.8331363710177361,0.5021768104122147,0.19092284417549168,0.5438632638020117,0.27368157863049525,0.019386894782264,0.05732790799959686,3500,3305
totalvi,3,4,0,,0.8181543116490166,0.6462320159130511,0.632816024268,0.7978955707241115,0.8378073034095048,0.5075266122008854,0.18184568835098336,0.5664187626306318,0.2689592795380072,0.020774500957956472,0.05164555371980921,3500,3305
totalvi,3,4,1,91034.0,0.7763993948562784,0.6240743492872959,0.6127971385023563,0.7701819936762847,0.8155332509964277,0.4965946687461048,0.22360060514372163,0.6114193378071174,0.31078919826982426,0.024047005005214648,0.07497826602107685,3500,3305
scvi_matched,4,0,0,,0.7582450832072617,0.6046521260798807,0.5776880862805374,0.7490098371045728,0.8483232232629174,0.5795506740123127,0.24175491679273828,0.6368151812905453,0.32567881633821333,0.04001773267578609,0.07187386147690288,3484,3305
scvi_matched,4,0,1,91040.0,0.7733736762481089,0.6195268445215916,0.6060726005983528,0.7671165625744429,0.8363994977131741,0.5459218383991276,0.22662632375189107,0.6009803862010671,0.311133064851661,0.03226536203981708,0.06913861460300676,3484,3305
